,kamar_mandi,kamar,lb,lt,tipe_property,price,sertifikat,deskripsi,lokasi,ada_garasi,pool,taman,electricity,floors_total,gym
0,1.0,2.0,32.0,20.0,Rumah,550000000.0,0,"open sale !!

rumah cluster murah mandala  johar baru

(cluster 2 lantai -13 unit)",Johar Baru,1,0,0,,,0
1,1.0,2.0,42.0,21.0,Rumah,680000000.0,0,"ingin punya rumah daerah jakarta pusat ???
budget pass passan??? 
cluster johar baru solusinya !!!
kami menawarkan rumah dengan harga termurah di jakarta pusat.",Johar Baru,1,0,0,,,0
2,1.0,1.0,31.0,16.0,lainnya,360000000.0,0,"cluster rawa tengah merupakan hunian untuk keluarga milenial yang berada di lokasi pemukiman penduduk di pangkalan asem, jakarta pusat. lingkungan  yang ramai, menjadikan kawasan tersebut cocok untuk dihuni atau berbisnis.",Johar Baru,1,0,0,,,0
3,1.0,2.0,42.0,21.0,Rumah,680000000.0,0,"di jual.. !!

""rumah cluster modern - johar vi""

jl. johar baru utara vi",Johar Baru,1,0,0,,2.0,0
4,1.0,2.0,50.0,25.0,lainnya,795000000.0,0,"town house mandala merupakan hunian untuk keluarga muda, karena berada di lokasi pusat kota jakarta, yaitu johar baru, jakarta pusat.
hunian ini merupakan hunian sangat cocok untuk para profesional muda yang menginginkan berdekatan dengan lokasi aktivitas sehari hari, sehingga dapat memangkas biaya, tenaga, dan waktu.",Johar Baru,1,0,0,,2.0,0
5,1.0,2.0,42.0,41.0,Rumah,680000000.0,0,"dijual rumah minimalis modern strategis johar, johar baru jakpus
*lokasi dan akses strategis*:
- 5menit ke 3 halte busway cikini,cmp putih
- 5mnit stasiun sentiong&krmat salemba
- 10menit ke stasiun cikini/psr senen",Johar Baru,1,0,0,,2.0,0
6,1.0,2.0,42.0,21.0,Rumah,680000000.0,0,"rumah 2 lantai dengan bahan bangunan & material terbaik
akses mudah ke pintu toll
dekat ke rumah sakit islam cempaka putih
dekat ke pusat perbelanjaan itc cempaka mas
dekat ke pasar senen
dekat ke mall atrium
dekat ke stasiun senen
dekat ke kampus stiami
dll booking segera !! unit terbatas !!",Johar Baru,1,0,0,,2.0,0
7,1.0,2.0,50.0,25.0,Rumah,795000000.0,1,"rumah murah di johar baru jakarta pusat siap huni bebas banjir
di jual rumah murah siap huni daerah johar baru bebas banjir

lingkungan aman, nyaman

ditengah kota jakarta

legalitas dokumen shm

cocok untuk investasi ( dijual kembali atau di sewakan )


2 kamar tidur
kamar mandi
dapur
instalasi ac
air pdam
listrik 2200 watt
carport

makin di tunda semakin mahal

stock unit terbatas
penjualan 3 bulan dari 13 unit sisa 5 unit",Johar Baru,1,0,0,,2.0,0
8,1.0,2.0,42.0,21.0,Rumah,680000000.0,1,"cluster mandala adalah perumahan kecil 2 lantai 2 kamar tidur dengan system one gate. rumah siap huni.
sertifikat hak milik.
start harga 680 juta.
promo disc 5 %
spesifikasi :
lt mulai dari 21 m2
luas bangunan 21 m2
kamar tidur 2
kamar mandi 1
carport",Johar Baru,1,0,0,,2.0,0
9,1.0,2.0,43.0,23.0,Rumah,535000000.0,0,"rumah murah modern di cempaka putih, jakarta pusat
di jual !!

""rumah murah minimalis - cempaka putih tengah""
jakarta pusat",Johar Baru,1,0,0,,2.0,0
10,1.0,2.0,50.0,25.0,Rumah,795000000.0,1,"rumah nyaman di lokasi strategis dengan 2kmr tidur,1kmr mandi,listrik 2200watt.2lt(shm) dengan carpot,dilengkapi intalasi ac only,water heather only,cctv dan akses jalan lebar .lt:25 m2 lb:50m2(unit 2a),dengan bahan bangunan struktur beton bertulang,lantai granit,air pdam,dinding hebel,akses terbaik,hunian nyaman,nilai jual tinggi,dekat tol cemput,dekat rs.islam jakarta,rs.persahabatan.pasar johar baru,rsud johar baru,itc cempaka mas,transmart,dan sekolah serta universitas stiami,khusus unit a dan b (sebagian furnished lemari dan kasur) segera dapatkan sebelum kehabisan unit terbatas.one gate. cara pembayaran:cash keras, bertahap, kpr",Johar Baru,1,0,0,,2.0,0
11,2.0,3.0,120.0,60.0,lainnya,740000000.0,1,"bekas pakai, gang 1 motor
cocok dijadikan kontrakan /kosan
2 lantai, semi furnished
luas tanah 60 (9x7.5)
luas bangunan 120
air pam
listrik 2200 watt
sertikat shm
hadap barat",Johar Baru,1,0,0,,2.0,0
12,4.0,6.0,300.0,148.0,lainnya,3000000000.0,0,"- 3 lantai
- 6 kamar tidur
- 4 kamar mandi
- 1 garasi ( muat 1 atau 2 mobil city car ) 
- luas tanah 148m",Johar Baru,1,0,0,,2.0,0
13,2.0,4.0,138.0,64.0,Rumah,1800000000.0,0,"dijual rumah bisa untuk usaha dan tempat tinggal

alamat : jl.rawa selatan iii, johar baru, jakarta pusat 10550

luas bangunan : 138m2",Johar Baru,1,0,0,,2.0,0
14,1.0,2.0,45.0,22.0,Rumah,685000000.0,0,"rumah baru mewah serta futuristik bergaya eropah (siap huni) kini kami hadirkan di johar baru jakarta pusat hanya 20 meter dr jalan raya a.yani.

terimakasih kepada bapak-ibu yang telah mempercayakan pembelian rumah townhouse nya ke pada zul-vikor karena kepercayaan dan kepuasan pelayanan para buyer adalah semboyan kami..",Johar Baru,1,0,0,,2.0,0
15,4.0,5.0,181.0,72.0,Rumah,900000000.0,1,"di jual cepat rumah bisa untuk kos2, kontrakan usaha dll.lokasi padat dan rame.
lokasi : rawa sawah kec johar baru

lt : 72,4 m2
lb : 181 m2
surat : shm / imb
kt : 5
km : 4
listrik : 3500 wt
hadap : utara
air : pam
lantai : 2 setegah
carport : 1
p x l : 11 x 6,5
jalan depan : 4 mtr",Johar Baru,1,0,0,,2.0,0
16,4.0,4.0,150.0,164.0,lainnya,2750000000.0,1,dijual rmh layak huni di johar baru lt 164m2 (+/- 9x18) lb 150m2 (2lt) shm hadap selatan garas 1 mobil jalan depan rmh 2mobil harga 2.75m nego,Johar Baru,1,0,0,,2.0,0
17,1.0,3.0,45.0,45.0,Rumah,550000000.0,0,"dijual rumah 2 lantai jakarta pusat

kondisi rumah oke, baru direnovasi

ada 3 kamar tidur, 2 di lantai atas dan 1 di lantai bawah

letak rumah di dalam gang (masuk motor, mobil tidak)

lokasi strategis, dekat jalan raya, ada angkot,dekat pasar johar baru

harga nego !!",Johar Baru,1,0,0,,2.0,0
18,2.0,3.0,115.0,115.0,lainnya,2350000000.0,1,"dijual siap huni akses mobil di johar baru selangkah ke mardani raya.
spesifikasi:
luas tanah 115m2
luas bangunan 115m2
kt 2+1
km 2
shm
renovasi 2018
listrik 2.200 watt
garasi 1 mobil
jalan 1 mobil lega dan lebar
dapur
ruang makan
ruang tamu
ruang keluarga
gudang
hadap selatan
bebas banjir",Johar Baru,1,0,0,,2.0,0
19,1.0,2.0,39.0,40.0,Rumah,550000000.0,1,"dijual rumah mungil, johar baru. jakarta pusat.
di jual rumah tinggal

, johar baru, johar baru,jakarta pusat
lt/lb: 40 / 39 - 3 x 13
kt: 1
km: 1
tingkat: 1
hadap: timur
listrik: 1300 watt
ruang keluarga, dapur basah, dekat sekolah, dekat rumah sakit, dekat jalan raya, dekat mall, dekat bank, dekat spbu, pasar, jalur angkot
shm

harga : rp. 550.000.000 (nego)",Johar Baru,1,0,0,,2.0,0
20,2.0,4.0,200.0,90.0,Rumah,2100000000.0,1,"rumah siap huni, lantai 2, di percetakan negara, jakarta pusat, rp. 2.1 m/nepis
lt: 90 m2
lb: 200 m2
hadap barat
kt: 3, km: 2
pln: 2200
air: pam
shm
carpot 1 mobil
depan jalan rumah bisa 3 mobil",Johar Baru,1,0,0,,2.0,0
21,2.0,4.0,78.0,39.0,Rumah,620000000.0,0,"dijual cepat bu rumah minimalis siap huni di johar baru jakarta pusat

alamat :
jl. teladan no.24b, kel. johar baru, kec. johar baru jakarta pusat",Johar Baru,1,0,0,,2.0,0
22,2.0,11.0,200.0,140.0,Rumah,2000000000.0,0,"rumah 2 lantai
10 kamar tidur
2 kamar mandi luar
baru selesai bangun",Johar Baru,1,0,0,,2.0,0
23,2.0,4.0,110.0,105.0,lainnya,1950000000.0,1,"dijual
johar baru
jakarta pusat
lt 105
lb 110
2 lantai
kt 3
km 2
pln 1300
shm
jalan besar
bebas banjir
dkt ke cempaka putih
dkt ke percetakan negara
hrg 1,95m nego",Johar Baru,1,0,0,,2.0,0
24,4.0,7.0,185.0,125.0,Rumah,2500000000.0,0,"dijual rumah murah johar baru jakarta pusat.

spesivikasi.

luas tanah 125m",Johar Baru,1,0,0,,2.0,0
25,2.0,3.0,60.0,22.0,Rumah,725000000.0,1,"rumah tinggal  jakarta pusat nyaman

rumah tinggal di pusat kota, daerah strategis jakarta pusat
bebas banjir, lingkungan bersih
shm",Johar Baru,1,0,0,,2.0,0
26,2.0,4.0,200.0,340.0,Rumah,4900000000.0,1,"rumah percetakan negara kawasan bisnis jakarta pusat
spesifikasi
lt/lb. 340/200m2
kt/km. 3/2
shm
pam
carport. 3
harga. 4.9m",Johar Baru,1,0,0,,2.0,0
27,4.0,6.0,250.0,219.0,Rumah,2800000000.0,0,"dijual rumah baru renovasi di johar baru, percetakan negara, cempaka putih jakarta pusat
lt 219 m2
lb 250 m2
1,5 lantai
5 kt
4 km
garasi 2 mobil
listrik 2200
air jetpump",Johar Baru,1,0,0,,1.0,0
29,2.0,5.0,162.0,54.0,Rumah,1200000000.0,1,"dijual cepatrumah cantik minimalis,lokasi jl kampung rawa kec.johar barubangunan tingkat 3shm4 kt 2 km1 carportlt 54 (9x6)lb 162dapurruang tamudapurjln muka 2 mobillokasi ramaicocok untuk usahalistrik 1300 wattair tanahhadap baratharga 1,2 m nego tipis",Johar Baru,1,0,0,,1.0,0
30,2.0,4.0,122.0,115.0,Rumah,1350000000.0,1,"rumah tinggal siap huni di tengah kota jakarta pusat.
bisa juga dibuat kost2an.
surat shm lengkap & ready.
l x t: 7 x 15 m2, 1,5 lantai.
kamar tidur: 3 + 1.
dikelilingi dengan fasum seperti puskesmas, pasar, sekolah, stie, al**mart, in**mart, dll.
dekat dengan fasilitas transjakarta.
bebas macet, banjir & akses mudah kemana2.",Johar Baru,1,0,0,,1.0,0
31,4.0,6.0,250.0,219.0,Rumah,2950000000.0,1,"turun harga rumah baru renovasi lokasi fantastis johar baru dekat percetakan negara
spesifikasi:
shm imb
lt 219m2
lb 250m2
1,5 lantai
kt 5 km 4
garasi 2 mobil
halaman/taman luas
bebas banjir
jalan depan 2 mobil
dekat ke percetakan negara dan mardani raya",Johar Baru,1,0,1,,1.0,0
32,5.0,6.0,300.0,200.0,Rumah,4500000000.0,1,"rumah cantik siap huni di percetakan negara johar baru jakarta pusat
dijual cepat, rumah baru 2 lantai di percetakan negara, johar baru, jakarta pusat. jalan depan muat 2 mobil, dekat pusat kuliner, perdagangan, sekolah. dilalui kendaraan umum. garasi 1 mobil, carport 2 mobil. shm, imb. lt 200, lb 300, kt 5+1, km 5.",Johar Baru,1,0,0,,2.0,0
33,2.0,3.0,85.0,24.0,Rumah,910000000.0,0,"ready stock - lovenia residence - hunian minimalist & elegant di jakarta pusat
rumah 3 1/2 lantai
kamar tidur 2
kamar mandi 2
dapur",Johar Baru,1,0,0,,3.0,0
34,1.0,3.0,120.0,96.0,Rumah,2300000000.0,0,"rumah johar baru bisa usaha, komersil campuran jakarta pusat

luas tanah 96m
bangunan 120
kamar tidur 2",Johar Baru,1,0,0,,3.0,0
35,4.0,6.0,181.0,73.0,lainnya,1300000000.0,0,"luas tanah = 72,4 m²
luas bangunan = 181 m²
2 setengah lantai
kamar tidur = 5 ruang
kamar mandi = 4 ruang",Johar Baru,1,0,0,,3.0,0
36,3.0,7.0,120.0,40.0,Rumah,1500000000.0,1,"dijual rumah 3 lantai murah, untuk usaha & hunian daerah johar, jakarta pusat.
johar baru, jakarta pusat
lt 40 lb 120
kt 6 km 3
shm
hadap barat daya
ac 2 unit
include cctv",Johar Baru,1,0,0,,3.0,0
37,4.0,4.0,300.0,360.0,Rumah,5600000000.0,1,"jual cepat bu
rumah lama di percetakan negara...masih layak huni
luas tanah 360m2
dimensi panjang30mxlebar12m
luas bangunan360m2 1lt
sertifikat hak milik.. imb ada
km tidur3
km tidur pembantu1
km mandi3
km pembantu1
lamtai marmer
listrik 2500watt
air 1pam dan 1jetpump
carport 2 mbl
rumah hadap timur
jl depan rmh 2 mobil
lokasi tenang, bebas banjir
harga 5.6m nego",Johar Baru,1,0,0,,3.0,0
38,5.0,5.0,150.0,164.0,lainnya,3000000000.0,1,"dijual rmh layak huni di johar baru jakarta pusat, jalan 2 mobil, lokasi strategis. sdh ada perbaikan utk atap dan genteng2 yg bocor
lt 164m2
lb 150m2 (1.5lt)
shm imb
kt 2+2 km 2+2 (bwh+atas)
garas1 carport 1
jalan depan rmh 2mobil
harga 3m nepissss",Johar Baru,1,0,0,,1.0,0
39,5.0,6.0,200.0,100.0,Rumah,2600000000.0,1,"rumah cantik johar rawa selatanlt.100 lb.200 kt: 4+1 km: 3+1 shm imblistrik 5500 harga 2,6m nego tipis",Johar Baru,1,0,0,,1.0,0
40,3.0,4.0,140.0,114.0,Rumah,2100000000.0,0,"rumah lama layak huni
lokasi johar baru, cempaka putih jakpus
posisi hook
akses 2 mobil
lt 114",Johar Baru,1,0,0,,1.0,0
41,3.0,3.0,54.0,27.0,Rumah,550000000.0,1,"mini cluster *johar baru utara vi*: termurah di jakarta pusat rumah desain minimalis dekat mardani raya.
by developer yang sudah membangun cluster di jakarta pusat sejak 2015. sudah belasan proyek sukses terjual habis.
*hanya 3 unit*
spesifikasi:
unit inden (custom design)
akses motor
tidak masuk mobil (tidak bisa kpr)
sertifikat hak milik
*lt 27 m2*
*lb 54 m2*
2 lantai
2kt 2km
(bisa request desain/km kt)
air pam/jet pump
listrik 1300
parkiran motor
dapur
balkon
akses motor
dekat penitipan mobil",Johar Baru,1,0,0,,2.0,0
42,2.0,5.0,160.0,140.0,Rumah,3800000000.0,1,"dijual rumah di tanah tinggi johar baru jkt pus
luas tanah 140
luas bangunan 160
kamar tidur 4
kamar mandi 1
listrik 1300
pam
shm
harga : 3,8 m",Johar Baru,1,0,0,,2.0,0
43,2.0,2.0,42.0,21.0,Rumah,685000000.0,1,"open sale!!!
rumah cluster johar baru 6
( cluster 2 lantai - 12unit)

sertifikat hak milik",Johar Baru,1,0,0,,2.0,0
44,5.0,5.0,200.0,100.0,Rumah,2600000000.0,1,"dijual rumah bagus di area johar baru, jakarta pusat
lt.100m2 (10x10) lb.200m2 (2 lantai)
kt.4+1 km.4 shm imb
garasi 2 mobil,
air pam&jetpump, jln depan rumah 2 mobil, ada portal lokasi tenang dan tidak banjir
dekat ke jl. letjen suprapto, arah ke senen, thamrin dan lapangan banteng, serta cempaka mas, arah ke kelapa gading.
tidak jauh dari fasum dan fasos
harga 2,6m nego",Johar Baru,1,0,0,,2.0,0
45,5.0,6.0,250.0,219.0,lainnya,3500000000.0,1,"spesifikasi :
* luas tanah 219 m2
* luas bangunan 250 m2
* kamar tidur 5
* kamar mandi 4
* 2 lantai
* listrik 3500 watt
* air jetpam
* shm dan imb
* keamanan 24jam
* kondisi bangunan bagus dan siap huni
* lingkungan aman dan nyaman",Johar Baru,1,0,0,,2.0,0
46,4.0,6.0,240.0,136.0,Rumah,4300000000.0,1,"dijual rumah bagus dekat ke mana mana
lokasi : jl.percetakan negara
spesifikasi
ukuran tanah : 136 m2 shm
bangunan      : 240 m -+
kamar di lt 2  : 3 + kamar mandi 1
kamar di lt 1  : kamar 2 ukuran kecil
kamar mandi : 1 dilt 1 & 1 di lt 2
shm 
imb 
listrik 2200 watt
air pam dan jet pam 
garasi 2 mobil",Johar Baru,1,0,0,,2.0,0
47,3.0,6.0,240.0,80.0,Rumah,2000000000.0,0,"rumah siap huni 3lantai dengan luas 8x10(80m) di johar baru jakarta pusat

rumah siap huni 3lantai di johar baru
bangunan 3lantai
luas tanah : 80m",Johar Baru,1,0,0,,3.0,0
48,3.0,4.0,90.0,45.0,Rumah,1100000000.0,1,"dijual : rumah 2 lantai
alamat property : rawa selatan 1 johar baru jakarta pusat
harga : 1.1 m
sertifikasi : shm
spesifikasi :",Johar Baru,1,0,0,,3.0,0
49,3.0,5.0,162.0,54.0,Rumah,1300000000.0,1,"*dijual cepat*
rumah cantik minimalis,lokasi jl kampung rawa kec.johar baru. jakarta pusat
bangunan tingkat 3lantai
shm.4 kt 2km.1 carport.
lt 54m2 (9x6).lb 162m2
ruang tamu.dapur.jln muka 2 mobil.
lokasi ramai, cocok untuk usaha.
listrik 1300 watt.air tanah.hadap barat.
hrg 1,3 m.nego tipis.",Johar Baru,1,0,0,,3.0,0
50,3.0,3.0,80.0,40.0,Rumah,950000000.0,0,"rumah di jual :
lokasi premiun di jakarta pusat
??uk.+/- 3.4 x 11.6 m , 2 lantai : lantai 2 : siap 1 km uk 2.8 x 2.7 m ; lantai 1 : garasi * dan plong dan siap utk dag
tinggi plafon ; lebih 3.1 m",Johar Baru,1,0,0,,3.0,0
51,2.0,3.0,46.0,24.0,Rumah,795000000.0,0,"dijual!!! 
rumah indent 2 lantaii dengan kwalitas bangunan terbaik dn design menarik

""rumah 2 lantai dengan akses strategis, lingkungan nya man, aman & bebas banjir",Johar Baru,1,0,0,,3.0,0
52,3.0,4.0,67.0,85.0,lainnya,1800000000.0,0,lokasi di jakpus. dekat universitas indonesia dan rs st carolus.. jakarta selatan.,Johar Baru,1,0,0,,2.0,0
53,3.0,6.0,200.0,159.0,Rumah,1250000000.0,1,"rumah 2 lantai johar baru 4 jakarta  pusat

lt/lb. 159/200m
kt/km. 5/2
shm",Johar Baru,1,0,0,,2.0,0
54,4.0,8.0,400.0,560.0,Rumah,7500000000.0,0,"rumah luas di jl rawa selatan vi, johar baru. jakarta pusat. jalan depan rumah lebar, cukup 2 mobil. halaman luas. bebas tawuran. dijamiin bebas banjir. sangat cocok untuk dijadikan cluster rumah-rumah kecil. harga bersaing, masih bisa nego.",Johar Baru,1,0,0,,2.0,0
55,2.0,3.0,35.0,18.0,Rumah,485000000.0,0,"di jual.. !!
siap huni

""rumah cluster modern - rawaselatan 7""

jl. rawaselatan 7",Johar Baru,1,0,0,,2.0,0
56,2.0,3.0,75.0,52.0,Rumah,700000000.0,0,rumah minimalis 2 lantai di jakarta pusat,Johar Baru,1,0,0,,2.0,0
57,6.0,6.0,300.0,200.0,Rumah,4450000000.0,0,"rumah baru minimalis di percetakan negara, jakarta pusat

lingkungan aman dan asri. lokasi sangat strategis bgt

spesifikasi:
lt 200 m2
lb 300 m2
kt 4+1
km 4+1
listrik 4400 watt
carport 1 mobil
garasi 1 mobil
bangunan baru
air jet pump
taman depan belakang
ada balkon",Johar Baru,1,0,1,,2.0,0
59,5.0,6.0,250.0,219.0,lainnya,3500000000.0,0,"lt 219 m
lb 250 m
2 lt
kt 5
km 4",Johar Baru,1,0,0,,2.0,0
60,2.0,3.0,50.0,28.0,Rumah,425000000.0,1,"di jual rumah 3 lantai daerah galur jakarta pusat
lt.28m(47mtr)
lb.+/-50m( 3 lantai)
kt 2, km 1
listrik 1300watt,pam
shm
harga 425 jt nego
*army",Johar Baru,1,0,0,,3.0,0
61,2.0,3.0,72.0,36.0,lainnya,1000000000.0,1,"johar baru jakarta pusat
jl rawa selatan, jakarta pusat
id 24820.1
shm
lt 72",Johar Baru,1,0,0,,3.0,0
62,3.0,3.0,72.0,36.0,Rumah,900000000.0,1,"rumah bebas banjir, lokasi strategis dekat halte busway, masuk mobil, ada jaringan tv kabel/internet first media, ada jet pump & pam,
sertifikat hak milik ( shm )",Johar Baru,1,0,0,,3.0,0
63,3.0,4.0,160.0,138.0,Rumah,2200000000.0,1,"rumah tua strategis multiakses lokasi terbaik di johar baru bebas banjir dekat rutan salemba
dijual cepat rumah tua 1,5 lantai di lokasi ternyaman johar baru akses 2 mobil serta bebas banjir.
spesifikasi:
lt 138 m2
lb 160 m2
bangunan 1,5 lantai
shm
3 kt 2km
1 garasi
akses 2 mobil",Johar Baru,1,0,0,,1.0,0
64,2.0,3.0,80.0,40.0,Rumah,980000000.0,0,"rumah di jual :


lokasi premiun di jakarta pusat",Johar Baru,1,0,0,,1.0,0
65,3.0,6.0,200.0,150.0,Rumah,1300000000.0,1,"harga 1.3m nego
for sale rumah di johar baru
lt 150 m2 lb 200m2
kt 5  km 2
listrik 3300 watt
air pam
shm imb lengkap",Johar Baru,1,0,0,,1.0,0
66,3.0,4.0,70.0,105.0,Rumah,2000000000.0,0,"rumah johar baru murah strategis jakarta pusat

spesifikasi

lt 105m2",Johar Baru,1,0,0,,1.0,0
67,4.0,5.0,120.0,165.0,Rumah,1900000000.0,1,"dijual rumah jalan tanah tinggi, johar baru jakarta pusat 
harga jual = 1,9 milyar 
harga njop 1,7 m 
rumah lama butuh renofasi / hitung tanah 
luas tanah 165 m2 = ( 6,76 kali 24,94 ) 
luas bangunan 120 m2 
rumah 1 lantai 
sertifikat shm 
4 kamar tidur , 3 kamar mandi 
jalan 2 mobil 
hadap utara 
listrik 2200 watt 
air pam ( ada jet pump cuma udah lama tidak beroperasi )",Johar Baru,1,0,0,,1.0,0
68,5.0,6.0,200.0,198.0,Rumah,4500000000.0,1,"dijual rumah di kawasan jl. percetakan negara
kelurahan : johar baru
kecamatan : johar baru
kota : jakarta pusat
legalitas : shm",Johar Baru,1,0,0,,1.0,0
69,4.0,3.0,56.0,28.0,Rumah,1200000000.0,1,"rumah cantik dan kokoh di johar baru!

jalan depan rumah bisa 2 mobil

luas tanah : 28 m2
luas bangunan : 56m2

kamar tidur : 2
kamar mandi : 3
surat hgb sampai 2030 (bisa dinaikin ke shm ya)

lokasi rumah strategis banget soalnya dekat ke jalan raya,
dekat ke cempaka putih,
hanya 5 menit ke jalan percetakan negara
hanya 9 menit ke jalan pramuka
hanya 5 menit ke pasar johar baru

dekat ke sekolah, angkot, pasar, minimarket, dll",Johar Baru,1,0,0,,1.0,0
70,2.0,2.0,60.0,78.0,Rumah,1200000000.0,0,"*tanah tinggi, johar baru*
*dijual rumah lokasi strategis di jakarta pusat*

lt 78
lb 60
dimensi 3x26
kt 1
km 1
listrik 2200w
air pam + sumur bor
hadap utara
hrg jual rp 1.2m nego

note:
carport 1 mobil
row jalan 2 mobil lega
jalur angkot
dekat senen, cempaka putih, gunung sahari

note : pastikan anda membeli / menjual property melalui saya supaya bisa memenangkan hadiah gopay, tv, kulkas, motor dan mobil xpander.


more info:
*ai fi*
*brighton® kelapa gading*
sell | buy | rent | mortgage property
* (wa)*",Johar Baru,1,0,0,,1.0,0
71,3.0,6.0,200.0,159.0,Rumah,1250000000.0,0,"dijual rumah 2 lantai cocok untuk kos kosan johar baru. lokasi strategis untuk kos kosan akses jalan 2 motor dekat ke jalan johar baru 4 yang dilewati angkot untuk kos kosan bisa dibuat beberapa kamar lagi semi furnished ac dan kitchen set bebas banjir njop 1 milyar luas bangunan: 200 m2 luas tanah: 159 m2 kamar tidur: 5 kamar mandi: 2 tahun dibangun: 2000 buka harga 1,25 milyar",Johar Baru,1,0,0,,1.0,0
72,3.0,3.0,60.0,27.0,Rumah,550000000.0,0,"rumah johar baru murah
2 lantai jakarta pusat

lt/lb. 27/60m
kt/km. 2/2",Johar Baru,1,0,0,,1.0,0
74,3.0,3.0,120.0,48.0,Rumah,1485000000.0,1,"rumah minimalis didaerah galur johar jakarta pusat
jual rumah
jalan topas johar
lt 48 
lb 120
kt 2 
km 2
rp 1,485,000,000
shm",Johar Baru,1,0,0,,3.0,0
75,5.0,7.0,374.0,187.0,Rumah,2800000000.0,0,"di jual cepat

rumah dengan lokasi strategis

cocok untuk usaha (kosan,kontrakan atau agen sembako)",Johar Baru,1,0,0,,3.0,0
76,4.0,4.0,308.0,400.0,Rumah,80000000000.0,0,"dijual rumah tua hitung tanah daerah menteng
kawasan nyaman, akses mudah, akses jalan besar 2 mobil, bebas banjir, strategis, 5 menit menuju stasiun cikini, 5 menit menuju metropole mal, bangunan terawat, siap pakai
luas tanah 400m, bangunan 2 lantai",Johar Baru,1,0,0,,2.0,0
77,2.0,5.0,120.0,128.0,Rumah,900000000.0,0,"dijual rumah harga njop di percetakan negara johar baru jakarta pusat

luas tanah: 128m²
luas bangunan: 120m²",Johar Baru,1,0,0,,2.0,0
78,3.0,4.0,160.0,138.0,Rumah,2300000000.0,0,"rumah tua strategis multiakses lokasi terbaik di johar baru bebas banjir dekat rutan salemba

dijual cepat rumah tua 1,5 lantai di lokasi ternyaman johar baru akses 2 mobil serta bebas banjir.

spesifikasi:",Johar Baru,1,0,0,,2.0,0
80,2.0,3.0,200.0,351.0,Rumah,5900000000.0,1,"ukuran tanah 12 x 29

- jalan besar 3 mobil
- shm
- rumah layak huni",Johar Baru,1,0,0,,1.0,0
81,3.0,4.0,70.0,105.0,Rumah,2000000000.0,1,"rumah dijual siap huni di johar baru dekat ke rutan salemba dan mardani raya serta dekat ke perkantoran, instansi pemerintah/swasta, fasum&fasos lainnya
spesifikasi:
lt 105m2
lb 70m2
2 lantai
3kt 2km
listrik 1300
shm on hand
garasi 1 mobil",Johar Baru,1,0,0,,2.0,0
82,3.0,5.0,177.0,144.0,Rumah,2000000000.0,1,"turun harga 
tanah tinggi, johar baru
dijual rumah bangunan lama layak huni di jakarta pusat
lt 144 m2
lb 177 m2
dimensi 6x 20
bentuk tanah l ( lebar belakang)
kt 4
km 2
shm
listrik 4400w
air pam & sumur bor (pompa)
hadap timur
harga jual rp2.7m turun jadi rp 2m nego",Johar Baru,1,0,0,,2.0,0
83,2.0,3.0,42.0,21.0,Rumah,680000000.0,0,"di jual cepat cluster mandala hunian minimalis siap huni  menganut system gate ( 1 pintu ).

tampilan rumah mewah dan elegan, lebar jalan dalam cluster 5 meter cukup untuk masuk 2 mobil.

spesikasi cluster mandala :",Johar Baru,1,0,0,,2.0,0
84,2.0,3.0,42.0,21.0,Rumah,680000000.0,0,"2bosan ngontrak? ingin punya rumah. kami ada di pusat kota jakarta. wilayah strategis dan punya nilai investasi tinggi. 
lokasi dekat dengan pusat pendidikan dan pusat perbelanjaan

spesifikasi bangunan:",Johar Baru,1,0,0,,2.0,0
85,3.0,4.0,150.0,80.0,Rumah,1700000000.0,0,"dijual rumah siap huni dengan spesifikasi:

-lt: 80 m2
-lb: 150 m2
-3 lantai",Johar Baru,1,0,0,,3.0,0
86,9.0,18.0,103.0,103.0,Rumah,3800000000.0,0,"rumah pertama

daerah jakpus, johar baru, tanah tinggi.
jl. baladewa kiri no. 2, rt01/011",Johar Baru,1,0,0,,3.0,0
87,3.0,3.0,76.0,271.0,Rumah,2500000000.0,0,"dijual cepat rumah di tanah tinggi jakarta pusat/ johar baru.

- harga 2,5m nego.

spesifikasi :",Johar Baru,1,0,0,,3.0,0
88,3.0,5.0,135.0,101.0,Rumah,1350000000.0,1,"dijual rumah di jakarta pusat.

# surat sudah shm atas nama owner.

# bangunan baru saja selesai direnov pada bln februari 2020,

# listrik 2200.

# lingkungan aman, nyaman, bebas banjir dan tidak padat penduduk.

# sangat cocok untuk tempat istirahat.

# berada di pusat kota dekat kemana saja.

# ukuran 3 kamar masing-masing 11m² dan 1 kamar dilantai 2.

silahkan di survei ke lokasi, untuk lebih lanjutnya.

harga masih bisa nego.
terima kasih",Johar Baru,1,0,0,,3.0,0
90,6.0,9.0,375.0,608.0,Rumah,15000000000.0,0,"rumah dalam komplek bangunan 3 lantai bebas banjir
luas tanah 608m²
luas bangunan 375m²
- ruang tamu
- kamar tidur : 5 + 3",Johar Baru,1,0,0,,3.0,0
91,6.0,9.0,375.0,608.0,Rumah,12200000000.0,0,"dijual rumah 8br di daerah jakarta pusat. letak rumah di dalam komplek pastinya aman dan tenang. 
untuk informasi lebih lanjut dapat langsung meninjau lokasi dengan perjanjian sebelumnya. 
hubungi nomor tertera untuk membuat janji",Johar Baru,1,0,0,,3.0,0
