,kamar_mandi,kamar,lb,lt,tipe_property,price,sertifikat,deskripsi,lokasi,ada_garasi,pool,taman,electricity,floors_total,gym
415,2,2,50.0,60.0,Rumah,467000000,1,"['bismillah.', none, 'sedikit penjelasan mengenai perumahan syariah aster village ciwastra', 'perumahan dengan metode pembayaran sesuai syariah dari pt. royal bridea indonesia.', 'keuntungan membeli rumah di aster village ciwastra antara lain:', '- berlokasi dilokasi prospektif kab. bandung', '- insyaaallaah bebas banjir', '- dekat dengan pasar modern', '- dekat dua gerbang tol (buahbatu & gedebage)', '- dekat rumah sakit', '- dekat sekolah', '- bisa custom denah', '- dekat perkotaan', '- suasana nyaman', '- keamanan 24 jam dengan one gate system dan cctv security system', '- ada potongan harga', none, none, '*tipe 50/60 (2 lantai)*', '2 kamar tidur, 2 kamar mandi, 1 carport', '*rp. 447 juta (all in)*', '*harga normal rp. 467 juta*', none, none, 'lokasi strategis:', '- (-/+) 10 menit tol gede bage', '- (-/+) 15 menit rs al islam', '- (-/+) 15 menit metro indah mall', '- (-/+) 15 menit pasar tradisional ciwastra', '- (-/+) 20 menit telkom university', '- (-/+) 22 menit transmart buah batu', '- (-/+) 25 menit tol buah batu', none, 'spesifikasi:', '- tipe 50/60 (2 lantai)', '- pondasi batu kali', '- struktur beton bertulang', '- dinding bata ringan', '- kusen alumunium', '- lantai granite 60x60', '- plafon gypsum', '- atap baja ringan', '- kloset duduk', '- listrik 1300 watt', '- air artesis', none, 'marketing inhouse', none, 'ruby nashrullah']",Setiabudi,1,0,0,1300,2.0,0
416,1,2,80.0,90.0,Rumah,1500000000,1,"['jual rumah di gading griya kelapa gading', 'uk. 6x15m 1 lantai', '2 kt, 1 km', 'sertifikat hak milik', 'harga 1,5 m', 'jangan sms,tlpon aja, thx ya']",Kelapa Gading,0,0,0,0.0,1.0,0
417,5,5,224.0,161.0,Rumah,4000000000,1,"['dijual rumah siap huni ', none, '- atas 3 kamar tidur dengan kamar mandi dalam', '- bawah 2 kamar tidur ', '- 2 lantai', '- pintu kamar mandi kondisi baru', '- garasi luas (muat 2 mobil)', '- 5 ac kondisi baru ', '- shower & closet kondisi baru', '- akses one gate system', '- lemari & bangku ', '- water heather baru ', '- kitchen set ', '- atap bagian atas tangga menggunakan kaca untuk membantu cahaya masuk dengan baik', '- bisa bantu kpr', 'rumah menghadap ke timur']",Grogol Petamburan,1,0,0,0.0,2.0,0
418,3,4,118.0,54.0,Rumah,2000000000,1,"['dijual rumah [hub: dhyana fast response via wa ^_^)] free konsultasi kpr (bca, panin, uob, cimb, bni, danamon, permata, dll', none, 'rumah baru indent di komplek kavling polri ', 'uk 3.75x14.5m..3lt..shm..3+1kt, 3km, jln 2 mobil lega, hdp utara, lokasi bagus dan bebas banjir', 'hrg 2m nego', none, 'kpr bisa dibantu', 'info dan survey hub: dhyana', 'fast response via wa', none, '[hub: dhyana] segera hubungi kami untuk berkonsultasi dan mendapatkan semua informasi seputar properti pada area ini ( hot listing, harga pasaran, harga bu, dan lokasi terbaik ) - your best property service agency in indonesia.', none, 'mohon cantumkan nomor whatsap anda agar bisa segera dhyana hubungi thx']",Grogol Petamburan,0,0,0,0.0,3.0,0
419,4,4,130.0,80.0,Rumah,1600000000,1,"['vine property ', none, 'for sale!!', 'rumah ready stock / indent di jagakarsa jakarta selatan. ', none, 'spesifikasi :', 'luas tanah 80 m²', 'luas bangunan 130 m²', 'kamar tidur 3 + 1', 'kamar mandi 3 + 1', 'carport', 'shm imb pbb aman dan clear ', none, 'harga 1,6 m nego', '(nego transparant dengan owner) ', none, 'selling point :', '- akses jalan besar', '- one gate system', '- keamanan 24 jam', '- bebas banjir', '- dekat pintu toll', '- dekat stasiun krl', '- dekat tempat ibadah, pendidikan, kesehatan dan perbelanjaan ', none, 'sistem pembayaran : cash / kpr ', '(kpr dibantu sampai selesai) ', none, 'for more info / survey : farah maulina', 'whatsapp fast response ', none, 'vine property agent']",Pasar Minggu,1,0,0,0.0,2.0,0
420,5,5,450.0,149.0,Rumah,5700000000,1,"['dijual rumah mewah 3 lantai dalam cluster daerah pejaten barat jak sel', none, 'lt 149 m²', 'lb 450 m²', 'kt 3+2', 'km 3 + 2', 'shm +  imb ', 'bebas banjir', 'akses jalan lebar', 'lokasi strategis akses menuju kawasan kemang, kuningan dll', 'dekat fasilitas pendidikan ', 'dekat pusat perbelanjaan', 'security 24 jam', 'one gate sistem ', 'semi furnished', 'kolam renang pribadi', 'unit pojokan', none, 'harga 5,7 milyar nego']",Pasar Minggu,1,1,0,0.0,3.0,0
421,3,3,256.0,126.0,Rumah,6000000000,1,"['for sale rumah bergaya new york style di cipete. ', 'dengan spesifikasi : ', none, 'luas tanah 126', 'luas bangunan 256', 'kamar tidur 3 + 2', 'kamar mandi 2 + 1', 'garasi muat 2 mobil ', 'keamanan 24 jam ', 'private swimming pool', 'harga 6 m nego']",Cilandak,1,1,0,0.0,2.0,0
423,4,5,120.0,119.0,Rumah,3000000000,1,"['jual rumah kayu putih', 'uk. 119m 1lantai', '5 kmr tidur, 4 kmr mandi', 'sertifikat hak milik', 'harga 3m', 'no sms, pls call only if you serious, tx']",Pulo Gadung,0,0,0,0.0,1.0,0
424,3,3,300.0,195.0,Rumah,4700000000,0,"['lt 195 lb 300', 'kt 3+2 km 2+1', 'garasi 1 mobil carport 1 dpn rumah bisa 1 mobil', 'shm imb', 'lokasi dekat dengan kampus unas', 'lokasi dekat dengan family mart ', 'lokasi dekat dengan pejaten village ', 'rumah dalam komplek ', 'harga 4,7m nego']",Cilandak,1,0,0,0.0,2.0,0
425,3,3,150.0,70.0,lainnya,1700000000,1,"['ada garasi bisa masuk mobil, lingkungan ramai dekat ke kemayoran dan gunung sahari.']",Senen,1,0,0,0.0,2.0,0
426,1,1,132.0,60.0,Ruko,2000000000,1,"['ruko di jelambar lt 60m2, uk 4x15m, 3lt, hgb, plong, hrg 2m nego', none, 'kpr dibantu', 'info dan survey hub:chandra']",Grogol Petamburan,0,0,0,0.0,3.0,0
427,>10,>10,156.0,75.0,lainnya,2450000000,1,"['kost tanjung duren', 'luas tanah 6x12.5', 'surat shm', '3 lantai', 'parkir motor bisa 7 motor', 'kmr tdr 17', 'kmr mandi dlm 5 lantai 1 perkmr 1.5 jt', 'lantai 2 3 ada 2 kmr mandi tiap lantai tiap kamar 1.2 jt', 'jln 1 mbl dkt jalan raya', '3 lantai', 'listrik token + ac tiap kamar', 'harga 2.450m nego', none, 'kpr bisa dibantu', 'info hub chandra']",Grogol Petamburan,0,0,0,,3.0,0
428,3,4,650.0,472.0,Rumah,16500000000,1,"['dijual rumah mewah american classic harga murah di kemang', none, 'luas tanah 472 m2', 'luas bangunan 650 m2', 'shm', none, '4 kamar tidur ', '3 kamar mandi', '2 dapur get', 'study room', '2 kamar pembatu + toilet ', 'garasi 2 mobil', 'carport 1 mobil', 'kolam renang', 'taman depan dan belakang.', 'listrik 16.000kwh', none, 'harga 16,5 m', 'siap huni.', 'full ac, stove 5 burners, oven, curtains', none, 'walking distance to hero supermarket, keliling rumah mewah semua, bebas banjir. jalan depan rumah bisa lewat 2 mobil, rangka atap baja ringan. jendela fesia  tehnology  german']",Mampang Prapatan,1,1,1,16000,2.0,0
429,2,3,116.0,126.0,Rumah,1999000000,1,"['perumahan citra gran cibubur, perumahan yang dibangun oleh ciputra grup..', 'perumahan ini sangat di minati saat ini karena beraneka ragam fasilitas yang amat memanjakan penghuninya...', 'lokasi strategis, nyaman, asri, bebas banjir, dan sangat cocok untuk investasi maupun tempat tinggal...', none, 'adapun fasilitas dalam perumahan ini sebagai berikut:', '-keamanan 24 jam,', '-kompl pertokoan yang aktif', '-akses tol cimanggis dan cibubur', '-sport club', '-tempat ibadah (masjid, gereja)', '-sekolah', '-dokter, kantor notaris', '- ada halte', '-kantor broker ferdi properti', 'bahkan hotel dan mall ciputra pun di bangun dalam perumhan ini', none, 'sedangkan rumah ini memiliki spesifikasi sebagai berikut:', none, 'luas tanah 126', 'lua bangunan 116', '2 lantai', 'ppjb', '3+1 kamar tidur + gudang', '2+1 kamar mandi', 'air pam', 'listrik 2200 watt', 'harga rp. 2 m nego', none, 'janjian satu hari sebelumnya']",Cakung,0,0,0,2200,2.0,0
431,1,2,45.0,68.0,lainnya,596000000,1,"['hasanah residence 3 cibinong', none, 'dekat cibinong city mall & rsud cibinong', none, 'kamar: 2 ', 'km.mandi :1', 'dapur ', 'carport', 'taman', 'bahan habel ', 'rangka baja ringan', 'genteng flat beton', 'sangat strategis', '15 menit ke tol jagorawi', '8 mnt ke pasar dan stasiun', '3 menit ke pusat pemerintahan kabupaten bogor']",Pasar Minggu,1,0,1,0.0,1.0,0
432,3,6,250.0,132.0,Rumah,2850000000,1,"['rumah cantik hadap lapangan golf di rawamangun murah dan asri', 'siap huni dan sangat nyaman', none, 'turun harga now 2.850m nego', 'cash or kpr bisa', '* luas tanah 132 m2', '* luas bangunan 250 m2', '* kamar tidur 6', '* kamar mandi 3', '* 2 lantai', '* listrik 3500 watt', '* air jetpam', '* shm dan imb', '* keamanan 24jam', '* kondisi bangunan siap huni', '* lingkungan aman dan nyaman', none, 'akses dekat :', '* sekolahan', '* rumah sakit', '* tempat ibadah', '* pasar', '* pusat keramaian', '* pusat kuliner', '* tol , dll', none, 'harga rp 3.000.000.000,- negoooo']",Pulo Gadung,0,0,0,3500,2.0,0
433,1,2,67.0,40.0,lainnya,390000000,1,"['cukup bayar 5 jt', 'sudah free biaya"" lain nya', 'angsuran terjangkau', 'luas tanah vriatif', 'sistem cluster 12 unit', 'unit ready dan indent', 'custom lay out', none, 'survey segera sebelum kehabisan']",Pasar Minggu,1,0,0,0.0,1.0,0
434,3,4,300.0,558.0,Rumah,47000000000,0,"['* * * * want to sale! * * * *', 'jl. wijaya, kby.baru', 't/b. 558 / 300 || shm', 'k.tidur 4 || k.mandi 3', 'l × p = 20 × 28 [kotak]', none, '* hadap tenggara *', '#idr. 47m (masi nego)', none, 'dekat: senopati, melawai, blok m, sudirman, senayan, scbd, gatot subroto, rs fatmawati, brawijaya, dharmawangsa, pattimura, kebayoran baru, gunawarman, prapanca raya, pasar santa', none, 'untuk informasi - transaksi - survey hub : ', 'wendy lim - [no telp di atas]', none, 'apabila bpk/ibu sedang mencari property butuh bantuan untuk memasarkan property :', '( gedung / rumah/ apartment / ruko / office space / tanah / pabrik / gudang / hotel / villa )']",Kebayoran Baru,0,0,0,0.0,,0
435,4,5,192.0,136.0,Rumah,5300000000,1,"['dijual rumah cantik siap huni di', 'cluster clover grand orchard', 'kelapa gading jakarta utara', none, 'ukuran 8 x 17', 'lt. 136 m2', 'lb. 192 m2', '2 lantai', 'perabotan -', 'kamar tidur 4 + 1', 'kamar mandi 3 + 1', 'garasi mobil 1', 'daya listrik 5500 va', 'hadap / view selatan', 'sertifikat shm', none, 'fasilitas :', 'sport club', 'jogging track', 'kolam renang', 'security 24 jam', 'bebas banjir', none, 'harga rp. 5.3 m nego']",Kelapa Gading,1,1,0,5500,2.0,0
436,2,3,120.0,67.0,Rumah,1300000000,1,"['dijual rumah dibawah njop di sunter 2 lantai ', none, 'lt. 67 ', 'lb. 120', 'kt. 2+1', 'km. 2', 'shm ', 'listrik900 watt', 'hitung tanah saja hrs renovasi ', 'harga 1.3m masih nego ', 'harga njop 1.4m', 'hub: clara']",Tanjung Priok,1,0,0,900,1.0,0
437,3,3,220.0,94.0,Rumah,2000000000,1,"['dijual murah rumah bergaya klasik modern di gading griya lestari', none, 'lt 9x10=94m2', '4lantai berikut void', 'lb 220m2 (+/- 60m2/lantai)', 'kt 3 (dilantai 2 dan dilantai 4)', 'km 3', 'semi furnished custem kitchen set&kamar set,meja mkn marmer,lantai full granit berqualitas,carport 2mbl,bebas banjir,keamanan 24jam,row jalan 2mbl.', 'kondisi bangunan dan furnished  terawat.', 'pln 6000watt posisi rumah di hook hadap selatan dan barat', 'shm on hand', 'harga 3,1m 2,250m turun lg jd 2m nego tipis', none, '#ok', none, 'hubungi :', none, 'susy bangun - lj hooker jgc']",Kelapa Gading,1,0,0,0.0,,0
438,6,7,450.0,300.0,Rumah,8500000000,1,"['rumah besar harga terjangkau.', none, 'milikilah aset produktif, di lokasi strategis dan pusat perekonomian!', 'sertifikat : shm dan memiliki imb.', none, 'harga nego.']",Cempaka Putih,1,0,0,0.0,2.0,0
439,1,2,45.0,84.0,Rumah,230000000,1,"['√ dibaca dengan teliti :', none, '*harga yg terpasang di iklan harga over kreditnya.', none, '* deskripsi rumah:', 'lt: 84, lb: 45, kt: 2, km: 1, listrik: 1300 watt', none, '* alamat rumah:', 'perumahan cileungsi hijau (perumahan terletak di dalam komplek) ', none, '* bisa nego? iya bisa nego (nego yg masuk akal), silahkan nego sambil lihat kondisi rumah', none, 'note: lantai 2 masih tahap renovasi']",Cilandak,1,0,0,1300,1.0,0
441,1,2,45.0,65.0,Rumah,465000000,1,"['rumah kpr bermutu di pemda cibinong cukup bayar 10jt sudah bisa miliki rumah ini', none, 'lokasi strategis, dekat jalur angkutan umum, stasiun kereta, mall, rumah sakit, sekolah dan lain-lain', none, 'free', '-biaya kpr', '-biaya asuransi jiwa dan kebakaran', '-pajak bphtb', '-ac', '-taman']",Pasar Minggu,1,0,1,0.0,1.0,0
442,4,4,170.0,82.0,Rumah,2400000000,1,"['ip2322: dijual rumah baru taman ratu carport bisa 2 mobil', none, 'lt 82.5 m2 (5.5×15), lb 170 m2, 2.5 lantai.', 'kt 3+1, km 3+1, shm, hadap selatan, ruas jalan 2 mobil mepet.', 'carport 2 mobil, air pam, 2200 watt.', 'harga 2.4m nego (bisa kpr kami bantu urus).', none, 'peminat serius hub:', 'integrity property', 'ridwan']",Kebon Jeruk,1,0,1,0.0,3.0,0
443,3,3,180.0,102.0,Rumah,2400000000,1,"['jual rumah di kelapa gading hibrida', 'uk. 6x17m, 2,5 lantai', '3 kmr tidur, 3kmr mandi', 'kondisi bagus, sangat siap huni', 'sertifikat hak milik, hadap utara', 'harga 2,4 m', 'no sms, pls call only if you serious, tx']",Kelapa Gading,0,0,0,0.0,2.0,0
444,3,4,120.0,180.0,Rumah,2350000000,1,"['rumah dijual di bintaro jaya 2, rumah lokasi strategis, dekat area pondok indah, dan lebak bulus', '#sry.ram', none, 'lt lb : 180 / 120', 'kt km : 3+1 / 2+1', 'shm', none, 'listrik : 2200 va', 'air : pam', none, '- rumah layout lapang, ada halaman depan belakang dan samping', '- dalam komplek, dengan sistem keamanan terjaga 24 jam', '- strategis dan bebas banjir', '- dekat berbagai fasilitas umum, antara lain : stasiun kereta api, pusat perbelanjaan, pasar, sekolah, rumah sakit, rumah ibadah, hipermarket, pusat kuliner, bank, dll', '- diapit beberapa akses tol ', none, 'harga : rp. 2.7 m nego --> rp. 2.350 m nego ', none, 'info lebih lanjut : ', 'ika - edwin bright property']",Cilandak,1,0,0,2200,,0
446,2,3,48.0,60.0,Rumah,600000039,1,"['adipati residence sudimara - bintaro', none, 'segera hadir perumahan mewah nan murah di kawasan dekat st. ka.sudimara, bintaro - tangerang selatan', none, 'berada di lokasi yang super strategis cuma selangkah saja ke stasiun k.a sudimara', 'jadi anda cukup berjalan kaki dan tidak perlu lagi takut terlambat untuk perjalanan menuju stasiun.', none, 'selling point :', '- selangkah ke stasiun k.a sudimara', '- dekat rumah sakit imc bintaro', '- sarana tempat ibadah', '- dekat ke mall dan pasar tradisional (pasar jombang) ', '- dekat sekolah favorite di', ' bintaro', '- cuma 7 menit ke pintu toll bintaro/pondok aren', none, 'type 48 ', 'luas tanah mulai dari 60 m2 - 83 m2', 'harga 689 jt (nego) ', none, 'promo launching :', '- free biaya ajb/bbn/bphtb/imb/shm', none, 'bonus : 1 unit motor honda ""pcx 150"" (khusus 3 pembeli pertama) ', none, 'pembayaran :', 'no kpr', none, 'info hubungi', 'ahmad bustomi hardi / tommy', '( boston residence bintaro . adipati residence sudimara bintaro . green rich bsd . adipati resort ciputat )']",Mampang Prapatan,1,0,0,0.0,2.0,0
447,3,3,202.0,202.0,lainnya,7700000000,1,"['golf island tipe mozart uk 8 x25,', '3 lantai ,', 'selatan']",Penjaringan,0,0,0,0.0,3.0,0
448,2,3,80.0,104.0,Rumah,2100000000,1,['dijual rumah tinggal 104m dan bangunan 80meter. jalan depan 2 mobil. bebas banjir. cocok untuk rumah tinggal. dekat dengan mall central park dan taman anggrek.'],Palmerah,1,0,1,0.0,1.0,0
449,5,5,500.0,500.0,Rumah,16000000000,1,"['dijual rumah elit kawasan kemang jakarta selatan', none, 'harga jual :  16 m nego', none, 'detail spek : ', 'lt 500 m| lb 500 m', 'kt: 5 | km: 5', 'kp: 3 | kmp 1', 'garasi : 2', 'carport : 2', 'kolam renang', 'shm & imb', 'hadap barat', none, 'lokasi bagus sangat strategis', 'dekat ke kemang raya', 'dekat ke lippo mall', 'dekat ke kebayoran baru', none, 'hubungi :', 'jimmy ong', 'b4175', 'met point : spbu shell kemang', none, 'nb.', '* hanya melayani pembeli langsung,', 'tidak terima mediator/calo/agent', '* bisa titip jual / sewa pada kami', none, 'kami juga punya stok lain dengan luas dan harga yang berbeda', none, 'respon cepat wa .. thanks']",Mampang Prapatan,1,1,0,0.0,2.0,0
450,1,4,373.0,389.0,Rumah,4000000000,1,"['dijual rumah milik sendiri tanpa perantara di daerah kunciran jaya - pinang kota tangerang pinggir wisata danau cipondoh ', 'luas tanah 389 m² luas bangunan 373 m² rumah utama 3 lantai di dalam halaman  rumah terdapat 5 unit rumah cluster cocok untuk usaha tempat strategis']",Pinang (Penang),0,0,0,0.0,3.0,0
451,4,5,220.0,138.0,Rumah,5500000000,1,"['for sale rumah american classsic', 'full furnished by rumahsabine', none, '*spesifikasi :', 'lt : 138 m', 'lb : 220 m+ ( 3 lantai)', 'kt : 3', 'km : 3', 'kt pembantu : 3', 'km pembantu : 1', 'gudang', 'dapur + free kitchen set', 'ruang makan', 'ruang keluarga', 'ruang tamu', 'garasi 2 mobil', 'carport 2 mobil', 'one gate system', 'security 24 h', none, '*spesifikasi bangunan  : ', 'full bata merah', 'sanitary ""toto""', 'lantai full vinyl ', 'kamar mandi marmer', 'listrik 7,700', none, '*akses point :', 'tidak pernah banjir', 'akses jalan tidak banjir', 'row jalan 6 meter', 'selangkah ke pejaten ', 'selangkah ke kemang', 'selangkah ke mampang', 'selangkah ke shopping centre ( penvil, lippo mall kemang ) ', 'selangkah ke tol simatupang', 'dekat masjid ', 'dekat kmc hospital', none, '*legalitas ', 'shm', 'imb', 'pbb 2020', none, 'for serious buyers only', none, ' rp 5,5 negotiable', 'cash / kpr bank']",Mampang Prapatan,1,0,0,7700,3.0,0
452,5,5,1400.0,581.0,Rumah,48000000000,1,"['jual rumah alam asri pondok indah jakarta selatan.', 'luas tanah 581m2 dan luas bangunan +- 1400 m2. bangunan baru, shm', 'kmr tidur 5 dan kmr mandi 5, ruang audio. listrik 6600, lt marmer, pintu jati', 'garasi 4+2 carport, kolam renang, kolam ikan, ruang satpam dan ruang genset', 'harga 48 milyar', none, 'hubungi : ', 'uke dana ', 'ray white jakarta garden city']",Kebayoran Lama,1,1,1,6600,,0
454,2,3,130.0,70.0,Rumah,1100000000,1,"['rumah siap huni,  bebas banjir,  lingkungan komplek. jalanan lebar.']",Duren Sawit,1,0,0,0.0,2.0,0
455,2,2,55.0,60.0,lainnya,675000000,1,"['cendana parc part 4 produk lippo land karawaci', none, 'setelah sukses di tahap 3 cendana sebelumnya kini kembali hadir cendana parc yg lebih millenial dari tahap sebelumnya', none, 'terdiri dari 3 type :', none, 'type 1 lt60 lb55 mulai 675jt (2kt 2km)', 'type 2 lt82.5 lb68 mulai 868jt (3kt 3km)', 'type 3 lt97.5 lb88 mulai 1.056jt (3kt 4km)', none, 'cara pembayaran ;', 'cash', 'kpr mulai 0%', 'installments 12x-48x', none, 'hanya 10menit dari exit tol karawaci', none, 'ayo miliki segera hunian elit di lippo karawaci, jangan sampe kehabisan seperti cendana tahap sebelum nya yg sold sebelum launching', none, 'segera nup (no unit pemesanan)', '- reguler 5jt (refundable)', '- fastlane 10jt (non refundable)', none, 'kami siap bantu sampe akad', none, 'thanks olx', 'anie rijaya']",Sawah Besar,1,0,0,0.0,2.0,0
456,2,2,74.0,55.0,Rumah,1476251188,1,"['# sudah siap huni ', none, 'dijual rumah baru "" paling murah "" lokasi raya kebagusan hanya 1,5 m', none, 'lt.   55', 'lb.  74', 'kt.    2', 'km.  2', '2 lantai', '1 carport', 'pondasi batu kali', 'beton bertulang', none, 'harga start ', '1,5 m', none, 'kelebihan perumahan kebagusan 69 : ', none, '- lingkungan nyaman dan asri', 'desain bangunan minimalis modern', '- harga termurah di jakarta selatan', '- one gate system.', '- berada di pinggir jalan utama dengan akses depan cluster bisa dilalui 2 mobil', '- 5 menit dari south central business district di tb. simatupang, jakarta selatan', '- akses mudah ke tb. simatupang, tol jor, stasiun kereta tanjung barat, halte ragunan', none, 'rencana pembangunan aeon mall', '10 menit ke sekolah avicena', '10 menit ke montesori school', '15 menit ke citra buana school', '15 menit ke hightscope school', '15 menit ke transmart cilandak', '600 meter ke tb simatupang', 'dekat halte busway ragunan', 'dekat bonbin ragunan', 'dekat dengan universitas seperti ui, up, iisip dan istn']",Pasar Minggu,1,0,0,0.0,2.0,0
457,4,4,200.0,98.0,Rumah,3500000000,1,"['rumah minimalis sunter agung barat brand new', none, 'luas tanah : 98 m2 ( 7x14 )', 'luas bangunan : 200 m2', 'kamar tidur : 3+1 ', 'kamar mandi : 3+1', 'surat : shm', 'hadap : timur', 'lantai : 2', 'listrik : 2200', 'carport : 2', none, 'kondisi :', '- brand new ', '- minimalis', '- lebar jalan 3 mobil']",Tanjung Priok,1,0,0,2200,2.0,0
459,2,5,400.0,204.0,Rumah,3500000000,1,"['di jual rumah pinggir jalan bisa buat usaha siap huni di cipinang, pisangan timur. jakarta timur.', '2 lantai ( bangunan thn 2018 )\t', '(bebas banjir)', 'lt. 204 m²(12x17)', 'lb 400 m²', 'kt.5', 'km.2', 'listrik 4400 watt', 'air jetpump + torren', 'legalitas surat shm', '#owich', '(ada ra)', none, none, 'harga. 3,5 m.', none, ""point' of interest :"", 'dekat pasar induk cipinang', 'dekat pasar endjo.', 'sekolahan paud-tk--sd-smp', 'jalur angkot microlet 04', '10 mnt mall arion', '10 mnt terminal rawamangun', '10 mnt rawamangun square', '  5 mnt rsu persahabatan', 'hub : imelda an']",Pulo Gadung,0,0,0,4400,2.0,0
460,3,4,390.0,390.0,Rumah,10000000000,1,"['dijual cepat !! rumah hook hitung tanah di janur elok residence , lokasi sangat ok di belakang sports mall , jalanan depan rumah lebar , harga sangat ok hitung tanah dan bisa dibantu kpr sampai goal', none, '- ukuran lt. 20x19.5m2', '- 2 lantai ', '- sertifikat hak milik']",Kelapa Gading,0,0,0,0.0,2.0,0
461,>10,>10,1553.0,774.0,lainnya,25000000000,1,"['beli kos2an gratis kos2an', 'lokasi strategis :', '_ dekat jl raya salemba', '_ dekat atrium senen', '_dekat kampus ui,yarsi dan gunadarma', '_dekat stasiun senen', '_dekat rscm', none, 'fasilitas : ac,tv,free wifi,kantin,cafe,laundry room,cctv dll', none, 'jika berminat, silahkan hubungi no ini', none, 'lokasi : salemba jakarta pusat']",Kemayoran,1,0,0,0.0,4.0,0
462,7,6,400.0,426.0,Rumah,9000000000,1,"['jual rumah di pesanggrahan bintaro, perbatasan dengan pondok indah', 'uk 426m, 2 lantai', '4 +2 kmr tidur, 5 +2 kmr mandi', 'parkir 4 mobil', 'full marmer + parkit, water heater, kolam renang, full ac, full furnished kitchenset, kolam ikan', 'harga : 9 m nego']",Pesanggrahan,0,1,0,0.0,2.0,0
464,7,10,1400.0,890.0,Rumah,49000000000,1,"['for sale !! pondok indah jakarta selatan classic eropa semi furnished', 'di jual rumah tinggal', none, 'pondok pinang, kebaoran lama,jakarta selatan', 'lt/lb: 890 / 1400 - -', 'kt: 5+5 kt', 'km: 5+2 km', 'tingkat: 2', 'hadap: timur', 'listrik: 23000 watt', 'keamanan 24 jam, dekat sekolah, dekat rumah sakit, dekat jalan raya, dekat jalan toll, dekat tempat ibadah, dekat spbu, pusat bisnis, club house, kolam renang, playground, ruang tamu, ruang mandi, gudang, bebas banjir, dapur kering, ruang keluarga, ac central, jalur angkot, jogging track, kitchen set, lapangan badminton, dekat dengan mall, perbankan, pusat kuliner, transjakarta, mrt, lrt, taman, universitas, stasiun, fasilitas rumah : gazebo, taman, service area, jenset, mebel, dan furniture mewah', 'shm', none, 'harga : rp. 49.000.000.000', none, 'click and call.we do it all: ', 'winpro88', 'angeline']",Kebayoran Lama,0,1,1,23000,2.0,0
465,3,4,600.0,915.0,Rumah,13000000000,1,"['rumah dijual di ampera  cilandak timur', none, none, 'harga 13 m (nego)', none, none, 'spesifikasi :', 'luas tanah : 915', 'luas bangunan : 600', 'kamar tidur : 4', 'kamar mandi : 3', 'kamar pembantu : 3', 'jumlah lantai : 1', 'listrik : 16.500', 'garasi : 2', 'carport : 2', none, none, 'selling point', '-strategis', '-dekat pusat perbelanjan dan perkantoran']",Cilandak,1,0,0,16500,1.0,0
466,5,7,419.0,1155.0,Rumah,21500000000,1,"['dijual cepat rumah mewah siap huni di pejaten barat jakarta selatan', none, 'luas tanah 1.155 m²', 'luas bangunan 419 m²', 'shm + imb', 'bangunan 2 lantai', 'kamar tidur 4 + 3', 'kamar mandi 4 + 1', 'garasi + carport 5 mobil', 'kolam renang', 'listrik 7.700 watt', 'taman di depan dan belakang rumah', none, '• lokasi rumah di dalam mini cluster di area pejaten barat raya, pasar minggu, jakarta selatan', '• lokasi sangat strategis, dekat dengan :', '- sma kolese gonzaga', '- mall pejaten village', '- area ampera raya & kemang raya', none, 'harga 21,5 m']",Pasar Minggu,1,1,1,7700,2.0,0
468,4,8,525.0,675.0,Rumah,16000000000,1,"['jual rumah di puri cinere ', 'harga 16 m, nego!!']",Tebet,1,0,0,0.0,2.0,0
469,4,4,300.0,201.0,lainnya,15000000000,0,"['brand new..', 'design classic modern', none, 'lokasi premium di pondok indah', 'jalan lebar dan tenang', 'l.bangunan 300m2', 'l.tanah 201m2', 'k.tidur 4 + 1', 'k.mandi 4 + 1', 'garasi 2', 'listrik 16500', 'no swimming pool', 'harga 15 milyar nepis', 'hadap utara', none, 'hubungi', 'nuke century21 zawa 3']",Cilandak,1,1,0,16500,,0
470,3,3,175.0,72.0,Rumah,2500000000,1,"['dijual rumah di tebet barat jakarta selatan.', 'lokasi masuk 1mobil dan dekat dgn jalan raya 2 mobil.', none, 'lt 72m2', 'lb 175m2', 'kt 3+1', 'km 3', 'ruang tamu', 'ruang keluraga', 'ruang makan', 'ruang cuci jemur', 'dapur kitchen set', 'carport', 'bebas banjir', 'shm,imb', 'harga : 2,5m']",Tebet,1,0,0,0.0,2.0,0
471,1,2,60.0,117.0,lainnya,1500000000,1,"['cluster ganesha', ' lt.117 m²', ' lb.60 m²', none, '- lokasi strategis.', '- dekat kemana-mana.', '- dapat dijangkau dari 4 pintu akses tol', '- pintu tol bekasi barat', '- pintu tol bekasi timur.', '- pintu tol grand wisata.', '- dekat dari sekolahan', '- dekat dari shopping center', '- jaringan instalasi listrik  bawah tanah.', '- bebas banjir', '- security 24 jam', none, none, 'hub.givson', 'wa atau telp.']",Kelapa Gading,1,0,0,,1.0,0
472,3,4,183.0,183.0,Rumah,3500000000,1,"['dijual rumah di cipinang muara', none, 'lt 12×15,5=183m2', '2lantai', 'kt 3+1', 'km 2+1', 'pln 2200w', 'pam', 'row jalan 2mbl,bebas banjir', 'hadap utara', 'shm', 'hrg 3,5m nego', none, '#ok', none, 'hubungi:', 'carmelya tan']",Cakung,0,0,0,0.0,,0
