,kamar_mandi,kamar_tidur,luas_bangunan,luas_tanah,harga,kecamatan,garasi,kolam_renang,taman,gym,listrik,jumlah_lantai
8071,4,5,400.0,766.0,51500000000.0,Sawah Besar,True,False,False,False,3300.0,1
8072,4,6,450.0,783.0,29450000000.0,Menteng,True,False,False,False,5500.0,1
8073,5,6,527.0,1188.0,28500000000.0,Menteng,True,True,False,False,3500.0,2
8074,4,7,450.0,783.0,29450000000.0,Menteng,True,False,False,False,6600.0,1
8075,4,7,450.0,783.0,28450000000.0,Menteng,True,False,False,False,6600.0,1
8076,4,5,600.0,783.0,29450000000.0,Setiabudi,True,False,False,False,2200.0,1
8077,4,5,400.0,766.0,51500000000.0,Menteng,True,False,False,False,3300.0,1
8078,4,4,280.0,165.0,4000000000.0,Cempaka Putih,False,False,False,False,2200.0,2
8079,3,4,343.0,333.0,6000000000.0,Cempaka Putih,True,False,False,False,7700.0,2
8080,3,4,256.0,176.0,4900000000.0,Johar Baru,False,False,False,False,23000.0,2
8081,14,14,615.0,525.0,15000000000.0,Cempaka Putih,True,False,False,False,23000.0,2
8082,4,4,150.0,74.0,2100000000.0,Menteng,False,False,False,False,3500.0,3
8083,2,2,48.0,90.0,560000000.0,Tanah Abang,False,True,True,False,1300.0,2
8084,1,2,43.0,60.0,455000000.0,Kebayoran Baru,False,False,False,False,1300.0,1
8085,1,2,43.0,60.0,455000000.0,Kemayoran,False,False,False,False,1300.0,1
8086,1,2,42.0,72.0,560000000.0,Sawah Besar,False,False,False,False,2200.0,1
8087,3,3,165.0,92.0,1975000000.0,Menteng,False,False,False,False,3500.0,2
8088,4,4,540.0,687.0,43000000000.0,Menteng,True,False,False,False,6600.0,1
8089,8,6,800.0,795.0,55000000000.0,Menteng,True,True,False,False,33000.0,2
8090,3,3,350.0,210.0,4500000000.0,Cempaka Putih,True,False,False,False,4400.0,2
8091,2,1,120.0,55.0,3060000000.0,Kemayoran,False,False,False,False,3300.0,3
8092,2,1,150.0,118.0,3500000000.0,Cempaka Putih,False,False,False,False,3300.0,2
8093,3,4,750.0,251.0,8350000000.0,Gambir,False,False,False,False,3300.0,4
8094,3,4,300.0,374.0,7100000000.0,Gambir,False,False,False,False,3300.0,1
8095,2,3,150.0,393.0,8400000000.0,Cempaka Putih,False,False,False,False,3300.0,1
8096,10,9,1678.0,4854.0,45000000000.0,Menteng,False,True,True,False,33000.0,4
8097,7,5,560.0,360.0,12000000000.0,Kemayoran,True,False,False,False,10600.0,4
8098,3,3,200.0,275.0,12000000000.0,Kemayoran,True,False,False,False,4400.0,2
8099,4,4,350.0,200.0,8000000000.0,Kemayoran,True,False,False,False,5500.0,3
8100,4,4,285.0,200.0,9000000000.0,Kemayoran,True,False,False,False,10600.0,3
8101,3,3,380.0,177.0,7500000000.0,Kemayoran,True,False,False,False,4400.0,4
8102,4,4,600.0,886.0,48000000000.0,Menteng,True,False,False,False,16500.0,2
8103,15,14,615.0,525.0,17000000000.0,Cempaka Putih,False,False,False,False,23000.0,2
8104,1,2,85.0,130.0,2000000000.0,Sawah Besar,False,False,False,False,1300.0,1
8105,5,6,1200.0,717.0,69000000000.0,Menteng,True,False,True,False,22000.0,3
8106,5,7,250.0,274.0,2750000000.0,Johar Baru,False,False,False,False,2200.0,1
8107,3,3,166.0,290.0,4500000000.0,Senen,False,False,False,False,3500.0,1
8108,2,4,220.0,88.0,2900000000.0,Gambir,False,False,False,False,2200.0,2
8109,2,3,150.0,180.0,3500000000.0,Johar Baru,True,False,False,False,2200.0,1
8110,11,11,280.0,190.0,3950000000.0,Sawah Besar,True,False,False,False,5500.0,2
8111,2,4,150.0,68.0,2100000000.0,Senen,False,False,False,False,4400.0,2
8112,2,6,360.0,401.0,9000000000.0,Cempaka Putih,False,False,False,False,4400.0,2
8113,2,5,400.0,698.0,25000000000.0,Cempaka Putih,False,False,False,False,2200.0,1
8114,4,4,280.0,186.0,6900000000.0,Cempaka Putih,True,False,True,False,5500.0,2
8115,8,10,727.0,787.0,45000000000.0,Menteng,True,False,False,False,3500.0,1
8116,1,3,391.0,596.0,40000000000.0,Menteng,False,False,False,False,4400.0,1
8117,2,4,170.0,292.0,16000000000.0,Tanah Abang,True,False,False,False,6600.0,1
8118,6,6,500.0,256.0,11500000000.0,Tanah Abang,False,False,False,False,6600.0,2
8119,2,4,250.0,138.0,2200000000.0,Cempaka Putih,False,False,False,False,2200.0,2
8120,2,7,219.0,229.0,2500000000.0,Taman Sari,False,False,False,False,4400.0,2
8121,4,7,340.0,366.0,7700000000.0,Senen,True,False,False,False,10600.0,1
8122,2,4,140.0,90.0,3300000000.0,Cempaka Putih,True,False,False,False,1300.0,2
8123,3,4,200.0,141.0,3100000000.0,Kemayoran,False,False,False,False,3300.0,2
8124,7,16,250.0,150.0,3300000000.0,Gambir,True,False,False,False,5500.0,2
8125,2,4,120.0,100.0,3200000000.0,Sawah Besar,True,False,False,False,2200.0,2
8126,4,5,384.0,96.0,5600000000.0,Gambir,True,False,False,False,30800.0,4
8127,1,1,727.0,787.0,30000000000.0,Menteng,True,False,False,False,6600.0,1
8128,3,4,800.0,435.0,29000000000.0,Kemayoran,False,True,False,False,4400.0,1
8129,1,3,391.0,596.0,40000000000.0,Menteng,False,False,False,False,4400.0,1
8130,7,7,2300.0,800.0,80000000000.0,Menteng,True,True,True,False,23500.0,3
8131,4,4,750.0,821.0,50000000000.0,Menteng,True,False,False,False,16500.0,2
8132,4,5,255.0,293.0,4500000000.0,Johar Baru,True,False,True,False,5500.0,2
8133,10,10,190.0,304.0,6150000000.0,Cempaka Putih,True,False,False,False,13300.0,2
8134,4,4,280.0,214.0,7500000000.0,Cempaka Putih,True,False,False,False,3500.0,2
8135,6,4,1200.0,1176.0,170000000000.0,Menteng,True,True,False,False,53000.0,2
8136,4,4,300.0,672.0,44500000000.0,Menteng,True,False,True,False,11000.0,2
8137,2,3,520.0,120.0,5500000000.0,Kemayoran,False,False,False,False,6600.0,5
8138,1,2,36.0,606.0,390000000.0,Tanah Abang,True,False,False,False,1300.0,2
8139,5,5,300.0,216.0,7000000000.0,Cempaka Putih,True,False,True,False,7700.0,2
8140,6,10,300.0,648.0,18800000000.0,Gambir,True,False,False,False,3500.0,1
8141,1,2,36.0,60.0,390000000.0,Senen,False,False,False,False,1300.0,2
8142,5,8,383.0,766.0,37500000000.0,Menteng,True,False,False,False,7700.0,1
8143,5,7,231.0,700.0,27000000000.0,Menteng,True,False,False,False,8000.0,2
8144,5,4,200.0,168.0,3000000000.0,Cempaka Putih,False,False,False,False,3300.0,2
8145,4,9,619.0,827.0,50000000000.0,Menteng,True,False,False,False,4400.0,1
8146,3,9,180.0,216.0,3500000000.0,Cempaka Putih,False,False,False,False,2200.0,1
8147,3,5,300.0,635.0,13000000000.0,Cempaka Putih,False,False,False,False,2200.0,1
8148,3,3,288.0,144.0,4400000000.0,Kemayoran,True,False,False,False,3500.0,3
8149,4,5,350.0,235.0,20000000000.0,Menteng,True,False,False,False,5500.0,3
8150,5,6,600.0,371.0,13000000000.0,Gambir,True,False,False,False,5500.0,3
8151,3,3,140.0,75.0,1500000000.0,Cempaka Putih,True,False,False,False,2200.0,2
8152,2,3,90.0,52.0,2550000000.0,Senen,False,False,False,False,2200.0,2
8153,3,3,600.0,326.0,26900000000.0,Menteng,True,True,False,False,16500.0,3
8154,3,3,300.0,120.0,6000000000.0,Kemayoran,True,False,False,False,10600.0,4
8155,5,4,560.0,360.0,13000000000.0,Kemayoran,True,False,False,False,11000.0,4
8156,5,4,560.0,360.0,13000000000.0,Kemayoran,True,False,False,False,16500.0,4
8157,4,4,255.0,200.0,9000000000.0,Kemayoran,True,False,False,False,4400.0,4
8158,2,3,235.0,144.0,6250000000.0,Kemayoran,True,False,False,False,7700.0,2
8159,1,6,235.0,250.0,3700000000.0,Menteng,False,False,False,False,2200.0,1
8160,2,3,144.0,36.0,950000000.0,Menteng,False,False,False,False,3520.0,4
8161,2,3,75.0,30.0,1300000000.0,Gambir,False,False,False,False,2200.0,2
8162,5,7,268.0,164.0,2000000000.0,Kemayoran,True,False,False,False,2200.0,2
8163,2,2,120.0,104.0,2000000000.0,Kemayoran,False,False,False,False,2200.0,2
8164,2,1,88.0,50.0,850000000.0,Sawah Besar,False,False,False,False,2200.0,2
8165,3,3,144.0,144.0,4300000000.0,Kemayoran,False,False,False,False,2200.0,1
8166,3,4,300.0,340.0,6300000000.0,Cempaka Putih,False,False,False,False,3500.0,1
8167,2,3,115.0,39.0,1850000000.0,Cempaka Putih,False,False,False,False,2200.0,3
8168,3,4,115.0,39.0,1580000000.0,Cempaka Putih,False,False,False,False,2200.0,3
8169,2,3,81.0,29.0,800000000.0,Senen,True,False,False,False,2200.0,3
8170,2,3,60.0,24.0,810000000.0,Senen,True,False,False,False,2200.0,3
8171,6,5,250.0,179.0,5000000000.0,Cempaka Putih,True,False,False,False,3300.0,2
8172,1,3,108.0,108.0,3000000000.0,Kemayoran,False,False,False,False,2200.0,1
8173,2,5,200.0,104.0,2100000000.0,Kemayoran,True,False,False,False,2200.0,2
8174,3,7,266.0,242.0,6000000000.0,Cempaka Putih,True,False,False,False,4400.0,2
8175,4,6,750.0,821.0,50000000000.0,Menteng,True,True,True,False,7700.0,1
8176,3,4,250.0,280.0,4250000000.0,Kemayoran,True,False,True,False,2200.0,1
8177,5,5,525.0,692.0,60896000000.0,Menteng,False,False,False,False,2200.0,1
8178,3,2,350.0,171.0,7000000000.0,Gambir,True,False,False,False,13200.0,3
8179,3,2,144.0,36.0,1400000000.0,Menteng,False,False,False,False,3500.0,3
8180,5,5,400.0,668.0,15000000000.0,Kemayoran,True,False,False,False,4400.0,2
8181,3,3,500.0,180.0,3550000000.0,Menteng,True,False,False,False,5500.0,4
8182,16,19,247.0,500.0,9000000000.0,Cempaka Putih,True,False,False,False,5500.0,2
8183,2,4,136.0,68.0,2000000000.0,Kemayoran,False,False,False,False,3200.0,2
8184,3,5,340.0,238.0,15000000000.0,Menteng,False,False,False,False,2200.0,2
8185,3,8,350.0,520.0,8000000000.0,Johar Baru,False,False,False,False,2200.0,1
8186,3,7,150.0,88.0,2000000000.0,Taman Sari,False,False,False,False,1300.0,2
8187,2,3,80.0,105.0,1500000000.0,Cempaka Putih,False,False,False,False,1300.0,2
8188,6,6,750.0,821.0,55000000000.0,Menteng,True,True,True,False,16500.0,2
8189,4,4,275.0,150.0,4500000000.0,Senen,False,False,False,False,4400.0,2
8190,4,4,320.0,205.0,7500000000.0,Cempaka Putih,True,False,False,False,3300.0,2
8191,3,5,280.0,129.0,3500000000.0,Gambir,False,False,False,False,2200.0,3
8192,2,5,150.0,67.0,2100000000.0,Senen,False,False,True,False,4200.0,3
8193,3,3,240.0,140.0,3850000000.0,Gambir,True,False,False,False,3500.0,2
8194,8,26,660.0,477.0,19000000000.0,Tanah Abang,True,False,False,False,1200.0,2
8195,2,6,256.0,331.0,11000000000.0,Gambir,True,False,True,False,3500.0,1
8196,1,2,80.0,56.0,1700000000.0,Gambir,False,False,False,False,3500.0,2
8197,1,2,54.0,105.0,1100000000.0,Cempaka Putih,False,False,True,False,2200.0,1
8198,3,3,197.0,151.0,5300000000.0,Cempaka Putih,True,False,False,False,11000.0,2
8199,3,7,266.0,242.0,6000000000.0,Cempaka Putih,True,False,False,False,4400.0,2
8200,3,4,726.0,287.0,11500000000.0,Menteng,True,True,True,False,13200.0,4
8201,5,8,250.0,187.0,3500000000.0,Tanah Abang,False,False,False,False,1300.0,1
8202,4,9,200.0,120.0,5000000000.0,Tanah Abang,True,False,False,False,3500.0,2
8203,3,6,275.0,360.0,9000000000.0,Gambir,True,False,False,False,6600.0,1
8204,2,4,110.0,317.0,2200000000.0,Johar Baru,True,False,False,False,1300.0,1
8205,3,3,330.0,347.0,18000000000.0,Tanah Abang,True,False,False,False,5500.0,2
8206,3,3,85.0,52.0,1450000000.0,Senen,False,False,False,False,3500.0,2
8207,3,4,385.0,200.0,2850000000.0,Cempaka Putih,False,False,False,False,2200.0,2
8208,5,6,350.0,150.0,3400000000.0,Kemayoran,False,False,False,False,3500.0,3
8209,2,6,240.0,248.0,3300000000.0,Kemayoran,False,False,False,False,3500.0,2
8210,3,4,900.0,725.0,83000000000.0,Menteng,True,False,True,False,23000.0,2
8211,3,5,950.0,720.0,80000000000.0,Menteng,True,True,True,False,23000.0,2
8212,4,4,200.0,150.0,13000000000.0,Menteng,True,False,False,False,12700.0,2
8213,3,4,500.0,733.0,55000000000.0,Menteng,True,True,True,False,23000.0,2
8214,4,4,200.0,144.0,3000000000.0,Sawah Besar,False,False,False,False,3500.0,2
8215,4,4,450.0,200.0,19000000000.0,Menteng,True,False,False,False,10000.0,2
8216,3,4,416.0,320.0,6000000000.0,Sawah Besar,True,False,False,False,4400.0,2
8217,4,4,700.0,593.0,60000000000.0,Menteng,True,False,False,False,53000.0,2
8218,4,4,1000.0,380.0,24000000000.0,Kebayoran Baru,True,False,False,False,4400.0,2
8219,4,16,160.0,190.0,4200000000.0,Kemayoran,False,False,False,False,4400.0,2
8220,4,7,300.0,400.0,10000000000.0,Johar Baru,False,False,False,False,5500.0,2
8221,3,5,360.0,200.0,5900000000.0,Kemayoran,True,False,False,False,3500.0,2
8222,4,4,318.0,180.0,5500000000.0,Kemayoran,False,False,False,False,5500.0,2
8223,4,7,300.0,400.0,11000000000.0,Johar Baru,False,False,False,False,5500.0,2
8224,2,3,108.0,394.0,4000000000.0,Kemayoran,True,False,False,False,2200.0,1
8225,4,4,166.0,400.0,3500000000.0,Sawah Besar,True,False,False,False,2200.0,2
8226,2,5,180.0,210.0,8000000000.0,Tanah Abang,True,False,False,False,2200.0,1
8227,5,8,300.0,276.0,10500000000.0,Menteng,False,False,False,False,1300.0,4
8228,1,2,64.0,32.0,850000000.0,Kemayoran,True,False,False,False,2200.0,2
8229,1,25,600.0,132.0,10000000000.0,Menteng,False,False,False,False,33000.0,5
8230,2,5,270.0,135.0,3500000000.0,Gambir,True,False,False,False,3500.0,2
8231,10,10,1000.0,550.0,20000000000.0,Kemayoran,True,False,True,False,3500.0,3
8232,4,3,600.0,450.0,55000000.0,Tanah Abang,False,False,False,False,8000.0,4
8233,2,4,130.0,84.0,750000000.0,Sawah Besar,False,False,False,False,3500.0,2
8234,2,4,250.0,155.0,3300000000.0,Cempaka Putih,True,False,False,False,2200.0,2
8235,3,7,360.0,401.0,9000000000.0,Cempaka Putih,False,False,False,False,4400.0,2
8236,2,5,200.0,258.0,6500000000.0,Tanah Abang,False,False,True,False,4400.0,2
8237,3,4,400.0,257.0,4637000000.0,Sawah Besar,False,False,True,False,2200.0,2
8238,3,4,400.0,257.0,4637000000.0,Sawah Besar,False,False,True,False,2200.0,2
8239,3,4,175.0,275.0,5000000000.0,Gambir,True,False,False,False,10000.0,1
8240,10,10,2000.0,700.0,105000000000.0,Tanah Abang,True,False,False,False,66000.0,1
8241,2,2,390.0,397.0,15000000000.0,Gambir,True,False,False,False,5500.0,2
8242,3,4,220.0,195.0,7500000000.0,Gambir,True,False,False,False,4400.0,2
8243,1,2,314.0,317.0,16801000000.0,Menteng,False,False,False,False,2200.0,2
8244,8,8,900.0,726.0,53000000000.0,Menteng,True,False,False,False,10000.0,2
8245,3,4,300.0,350.0,8500000000.0,Kemayoran,True,False,False,False,23000.0,3
8246,6,6,1200.0,717.0,70000000000.0,Menteng,True,True,False,False,40000.0,3
8247,3,5,308.0,1075.0,69000000000.0,Menteng,False,False,False,False,5500.0,1
8248,4,5,600.0,597.0,43000000000.0,Menteng,False,True,False,False,7700.0,2
8249,26,26,450.0,132.0,12500000000.0,Menteng,False,False,False,False,23000.0,4
8250,5,6,700.0,765.0,69000000000.0,Menteng,True,True,True,True,10000.0,2
8251,3,4,896.0,321.0,100000000000.0,Menteng,False,False,False,False,5500.0,2
8252,4,6,600.0,950.0,120000000000.0,Menteng,True,True,False,False,7700.0,2
8253,3,5,250.0,155.0,3300000000.0,Cempaka Putih,True,False,False,False,2200.0,2
8254,3,3,450.0,257.0,5022000000.0,Sawah Besar,True,False,False,False,3300.0,2
8255,4,5,350.0,150.0,6500000000.0,Cempaka Putih,True,False,False,False,2200.0,3
8256,4,5,500.0,418.0,28000000000.0,Menteng,True,False,False,False,10000.0,2
8257,3,5,300.0,311.0,4900000000.0,Senen,True,False,False,False,2200.0,1
8258,3,5,316.0,393.0,7200000000.0,Cempaka Putih,True,False,False,False,8000.0,1
8259,3,5,200.0,250.0,5000000000.0,Senen,True,False,False,False,3500.0,1
8260,6,7,520.0,630.0,25000000000.0,Menteng,True,False,True,False,7700.0,1
8261,2,4,110.0,157.0,7000000000.0,Menteng,True,False,False,False,2200.0,1
8262,4,4,350.0,225.0,7500000000.0,Cempaka Putih,True,False,True,False,2200.0,2
8263,9,6,1000.0,424.0,55000000000.0,Menteng,True,False,False,False,33000.0,2
8264,2,3,84.0,44.0,1445000000.0,Sawah Besar,True,False,False,False,2200.0,2
8265,2,3,115.0,50.0,2100000000.0,Cempaka Putih,True,False,False,False,2200.0,2
8266,2,2,59.0,40.0,1600000000.0,Cempaka Putih,True,False,False,False,2200.0,2
8267,2,3,400.0,220.0,4000000000.0,Johar Baru,True,False,False,False,3500.0,3
8268,4,7,192.0,96.0,3500000000.0,Cempaka Putih,True,False,False,False,1500.0,2
8269,6,7,450.0,300.0,8500000000.0,Cempaka Putih,True,False,False,False,4400.0,2
8270,4,5,400.0,225.0,2900000000.0,Johar Baru,True,False,False,False,2200.0,3
8271,4,3,390.0,427.0,33000000000.0,Menteng,True,False,True,False,13200.0,2
8272,4,4,269.0,345.0,8500000000.0,Cempaka Putih,False,False,False,False,4400.0,1
8273,2,4,332.0,300.0,8500000000.0,Cempaka Putih,False,False,False,False,6600.0,1
8274,3,4,170.0,110.0,2750000000.0,Cempaka Putih,True,False,False,False,2200.0,2
8275,3,4,343.0,333.0,6000000000.0,Cempaka Putih,False,False,True,False,7700.0,2
8276,9,9,510.0,624.0,35000000000.0,Menteng,True,False,True,False,16500.0,2
8277,5,7,231.0,532.0,13300000000.0,Cempaka Putih,False,False,False,False,6600.0,2
8278,3,5,950.0,1105.0,40000000000.0,Senen,False,True,True,False,11000.0,2
8279,6,6,350.0,213.0,6500000000.0,Gambir,False,False,False,False,2200.0,1
8280,2,3,65.0,35.0,1300000000.0,Cempaka Putih,True,False,False,False,2200.0,3
8281,2,3,800.0,734.0,65000000000.0,Menteng,True,True,True,False,4400.0,2
8282,3,7,242.0,266.0,6000000000.0,Cempaka Putih,False,False,False,False,4400.0,2
8283,2,3,65.0,35.0,1300000000.0,Cempaka Putih,True,False,False,False,2200.0,3
8284,19,19,400.0,250.0,5000000000.0,Senen,False,False,False,False,8000.0,2
8285,2,2,195.0,258.0,4000000000.0,Sawah Besar,False,False,False,False,3500.0,1
8286,4,4,280.0,186.0,6900000000.0,Cempaka Putih,True,False,False,False,5500.0,2
8287,4,7,400.0,419.0,13500000000.0,Cempaka Putih,True,False,False,False,13200.0,2
8288,6,40,650.0,300.0,6000000000.0,Senen,False,False,False,False,5500.0,2
8289,4,3,183.0,128.0,3650000000.0,Cempaka Putih,True,False,False,False,2200.0,2
8290,5,5,468.0,800.0,15000000000.0,Cempaka Putih,True,False,False,False,16500.0,2
8291,10,10,820.0,535.0,20500000000.0,Cempaka Putih,True,False,False,False,7700.0,2
8292,3,3,182.0,139.0,3600000000.0,Cempaka Putih,True,False,False,False,2200.0,2
8293,3,4,400.0,250.0,5000000000.0,Senen,False,False,False,False,3500.0,2
8294,4,4,300.0,120.0,11500000000.0,Menteng,True,False,False,False,6600.0,3
8295,3,3,350.0,304.0,8000000000.0,Cempaka Putih,False,False,False,False,4400.0,2
8296,5,7,364.0,424.0,20000000000.0,Gambir,True,False,False,False,3300.0,1
8297,5,5,874.0,800.0,75000000000.0,Menteng,True,False,True,False,16000.0,2
8298,3,7,618.0,628.0,18000000000.0,Menteng,True,False,False,False,6600.0,1
8299,4,4,800.0,734.0,65000000000.0,Menteng,True,True,True,False,17600.0,2
8300,6,7,600.0,948.0,115000000000.0,Menteng,True,True,False,False,9000.0,2
8301,3,5,400.0,754.0,55000000000.0,Menteng,False,False,True,False,10000.0,1
8302,2,3,140.0,105.0,2000000000.0,Sawah Besar,True,False,False,False,2200.0,2
8303,3,4,100.0,290.0,16000000000.0,Tanah Abang,True,False,False,False,2200.0,1
8304,3,4,260.0,187.0,5500000000.0,Tanah Abang,True,False,False,False,2200.0,2
8305,3,5,425.0,1032.0,65550000000.0,Menteng,False,False,False,False,3300.0,1
8306,4,4,800.0,734.0,65000000000.0,Menteng,False,True,True,False,12700.0,2
8307,3,5,717.0,850.0,60000000000.0,Menteng,True,True,False,False,40000.0,2
8308,4,5,1097.0,900.0,69500000000.0,Menteng,True,False,False,False,44000.0,2
8309,3,4,440.0,286.0,12000000000.0,Gambir,True,False,False,False,7700.0,2
8310,1,3,136.0,59.0,1750000000.0,Gambir,False,False,False,False,2200.0,3
8311,3,3,345.0,172.0,5900000000.0,Kemayoran,True,False,False,False,2200.0,3
8312,2,3,130.0,150.0,4500000000.0,Gambir,True,False,False,False,6600.0,2
8313,2,3,120.0,180.0,7000000000.0,Tanah Abang,True,False,False,False,2200.0,1
8314,3,6,325.0,600.0,18000000000.0,Cempaka Putih,False,False,False,False,4400.0,1
8315,8,10,320.0,342.0,6700000000.0,Kemayoran,False,False,True,False,2200.0,1
8316,2,2,72.0,36.0,820000000.0,Kemayoran,False,False,False,False,1300.0,2
8317,3,6,265.0,270.0,10000000000.0,Tanah Abang,True,False,False,False,3500.0,2
8318,2,8,260.0,260.0,3500000000.0,Kemayoran,False,False,False,False,3500.0,1
8319,3,7,348.0,518.0,36000000000.0,Menteng,False,False,False,False,3500.0,1
8320,6,8,250.0,100.0,2100000000.0,Kemayoran,False,False,False,False,3500.0,3
8321,2,4,450.0,726.0,56034000000.0,Menteng,False,False,False,False,10600.0,1
8322,3,3,196.0,144.0,4500000000.0,Menteng,True,True,False,False,6600.0,2
8323,10,10,2000.0,682.0,105000000000.0,Menteng,True,False,False,False,66000.0,3
8324,1,2,44.0,22.0,790000000.0,Cempaka Putih,True,False,True,False,2200.0,2
8325,5,6,300.0,150.0,3250000000.0,Kemayoran,False,False,False,False,5500.0,3
8326,2,6,220.0,240.0,3200000000.0,Kemayoran,False,False,False,False,2200.0,2
8327,6,6,300.0,266.0,7200000000.0,Cempaka Putih,True,False,False,False,4400.0,2
8328,3,3,270.0,186.0,6900000000.0,Cempaka Putih,True,False,True,False,3500.0,2
8329,7,7,500.0,598.0,8500000000.0,Cempaka Putih,False,False,False,False,4500.0,2
8330,20,20,88.0,80.0,5200000000.0,Sawah Besar,False,False,False,False,21000.0,4
8331,2,3,140.0,98.0,3200000000.0,Cempaka Putih,False,False,False,False,3500.0,2
8332,2,2,160.0,136.0,2500000000.0,Sawah Besar,True,False,False,False,7700.0,2
8333,1,4,150.0,347.0,6000000000.0,Cempaka Putih,False,False,False,False,1300.0,1
8334,4,4,451.0,805.0,10500000000.0,Cempaka Putih,True,False,True,False,2200.0,2
8335,4,8,266.0,339.0,13500000000.0,Tanah Abang,False,False,False,False,5700.0,1
8336,3,5,205.0,130.0,3500000000.0,Cempaka Putih,True,False,False,False,2200.0,2
8337,3,5,205.0,130.0,3500000000.0,Cempaka Putih,True,False,False,False,2200.0,2
8338,5,5,350.0,225.0,8000000000.0,Cempaka Putih,True,False,False,False,2200.0,2
8339,4,6,500.0,766.0,50000000000.0,Menteng,True,False,False,False,4400.0,1
8340,2,3,110.0,130.0,1456000000.0,Cempaka Putih,True,False,False,False,2200.0,2
8341,1,2,50.0,22.0,680000000.0,Johar Baru,True,False,False,False,2200.0,2
8342,1,2,40.0,94.0,395000000.0,Cempaka Putih,False,True,False,False,1300.0,2
8343,1,2,40.0,94.0,395000000.0,Gambir,False,True,False,False,1300.0,2
8344,2,2,56.0,28.0,650000000.0,Kemayoran,False,False,False,False,1300.0,2
8345,4,6,750.0,515.0,13500000000.0,Cempaka Putih,True,False,False,False,16000.0,2
8346,2,5,175.0,203.0,3000000000.0,Senen,False,False,False,False,4400.0,1
8347,3,7,600.0,135.0,4500000000.0,Gambir,True,False,False,False,7700.0,4
8348,2,3,87.0,81.0,1500000000.0,Cempaka Putih,False,False,False,False,1300.0,2
8349,2,5,195.0,128.0,3800000000.0,Cempaka Putih,True,False,False,False,3500.0,2
8350,7,7,400.0,266.0,7000000000.0,Cempaka Putih,True,False,False,False,6600.0,2
8351,5,4,1000.0,424.0,55000000000.0,Menteng,True,False,False,False,33000.0,3
8352,4,4,300.0,225.0,7500000000.0,Cempaka Putih,True,False,False,False,2200.0,2
8353,3,6,136.0,244.0,5750000000.0,Senen,True,False,False,False,3300.0,1
8354,3,9,180.0,216.0,3200000000.0,Cempaka Putih,False,False,False,False,2200.0,1
8355,4,7,282.0,378.0,9750000000.0,Cempaka Putih,False,False,False,False,5500.0,2
8356,2,4,150.0,851.0,30500000000.0,Sawah Besar,False,False,False,False,2200.0,1
8357,2,3,150.0,208.0,2800000000.0,Cempaka Putih,False,False,False,False,2200.0,1
8358,2,4,280.0,311.0,4600000000.0,Cempaka Putih,True,False,False,False,3300.0,1
8359,4,4,600.0,396.0,11000000000.0,Menteng,True,False,False,False,13200.0,2
8360,4,4,250.0,179.0,4600000000.0,Cempaka Putih,True,False,False,False,2200.0,1
8361,3,3,150.0,400.0,3800000000.0,Kemayoran,True,False,False,False,4800.0,1
8362,5,6,350.0,150.0,3200000000.0,Kemayoran,False,False,False,False,3500.0,3
8363,3,4,628.0,450.0,12100000000.0,Menteng,True,False,False,False,10000.0,1
8364,4,6,350.0,200.0,5400000000.0,Cempaka Putih,False,False,False,False,5000.0,3
8365,8,25,400.0,132.0,5200000000.0,Gambir,False,False,False,False,6600.0,4
8366,2,2,150.0,164.0,3000000000.0,Johar Baru,True,False,False,False,2200.0,2
8367,11,15,170.0,124.0,2000000000.0,Senen,False,False,False,False,11000.0,2
8368,2,2,400.0,323.0,12000000000.0,Menteng,True,False,False,False,10000.0,2
8369,2,3,140.0,68.0,1700000000.0,Cempaka Putih,True,False,True,False,2200.0,2
8370,3,3,400.0,120.0,10000000000.0,Menteng,True,False,False,False,13200.0,3
8371,4,4,726.0,287.0,19000000000.0,Menteng,True,True,False,False,30500.0,3
8372,3,3,520.0,235.0,20000000000.0,Menteng,True,False,False,False,13300.0,3
8373,5,13,406.0,460.0,18000000000.0,Tanah Abang,True,False,False,False,6600.0,2
8374,3,3,285.0,680.0,21000000000.0,Senen,True,False,False,False,13300.0,1
8375,2,3,70.0,105.0,2000000000.0,Johar Baru,True,False,False,False,1300.0,1
8376,2,4,250.0,524.0,8500000000.0,Gambir,True,False,False,False,2200.0,1
8377,1,2,90.0,81.0,1300000000.0,Senen,False,False,False,False,2200.0,1
8378,2,3,200.0,246.0,2345000000.0,Kemayoran,True,False,False,False,2200.0,1
8379,3,7,752.0,762.0,56100000000.0,Menteng,True,False,False,False,6600.0,1
8380,4,4,150.0,195.0,6500000000.0,Johar Baru,True,False,False,False,3500.0,1
8381,2,3,98.0,119.0,1500000000.0,Sawah Besar,True,False,False,False,2200.0,1
8382,5,5,760.0,371.0,11928000000.0,Gambir,True,False,False,False,7700.0,3
8383,5,6,700.0,594.0,41000000000.0,Menteng,True,True,True,False,33000.0,2
8384,1,4,250.0,400.0,10000000000.0,Gambir,False,False,False,False,1300.0,2
8385,1,3,86.0,117.0,2250000000.0,Gambir,True,False,False,False,1300.0,2
8386,6,6,500.0,600.0,11000000000.0,Cempaka Putih,True,False,False,False,5500.0,1
8387,10,14,400.0,225.0,2950000000.0,Cempaka Putih,True,False,False,False,2200.0,3
8388,2,6,87.0,81.0,1500000000.0,Cempaka Putih,False,False,False,False,2200.0,2
