,index,kamar_mandi,kamar_tidur,luas_bangunan,luas_tanah,harga,kecamatan,garasi,kolam_renang,taman,gym,jumlah_lantai,listrik
0,52,5,6,353.0,155.0,6700000000.0,Mampang Prapatan,True,True,False,False,2,6600.0
1,75,4,4,90.0,60.0,1299000000.0,Cilandak,True,False,False,False,2,2200.0
2,93,4,6,160.0,109.0,2300000000.0,Kebayoran Baru,True,False,False,False,2,3500.0
3,131,3,4,125.0,72.0,3149480000.0,Mampang Prapatan,True,False,True,False,2,2200.0
4,146,3,4,90.0,87.0,1210000000.0,Jagakarsa,True,True,False,False,2,2200.0
5,345,5,5,160.0,117.0,2700000000.0,Cilandak,True,False,False,False,2,13500.0
6,346,6,6,180.0,130.0,2500000000.0,Jagakarsa,True,False,True,False,2,13500.0
7,348,5,5,145.0,92.0,1850000000.0,Jagakarsa,True,False,False,False,2,13500.0
8,355,4,5,132.0,118.0,2609000000.0,Jagakarsa,True,False,False,False,2,13500.0
9,364,6,6,250.0,202.0,4500000000.0,Tebet,True,False,True,False,2,1300.0
10,365,3,4,245.0,151.0,5950000000.0,Cilandak,True,False,False,False,3,1300.0
11,369,8,8,1000.0,800.0,23000000000.0,Pasar Minggu,True,False,False,False,3,1300.0
12,371,4,5,154.0,144.0,2900000000.0,Jagakarsa,True,False,False,False,3,1300.0
13,373,2,2,441.0,1424.0,42000000000.0,Kebayoran Lama,True,False,False,False,3,1300.0
14,376,6,7,300.0,205.0,7000000000.0,Tebet,True,False,True,True,1,1300.0
15,377,7,6,386.0,815.0,7000000000.0,Pesanggrahan,True,False,False,False,1,1300.0
16,381,3,5,150.0,186.0,4000000000.0,Kebayoran Baru,True,False,False,False,2,1300.0
17,386,9,11,1000.0,1400.0,16500000000.0,Pasar Minggu,True,True,False,False,2,1300.0
18,390,5,5,360.0,450.0,6800000000.0,Pesanggrahan,True,False,False,False,2,10500.0
19,392,5,5,250.0,147.0,3900000000.0,Cilandak,True,False,False,False,2,10500.0
20,399,4,6,250.0,169.0,3500000000.0,Jagakarsa,True,True,True,False,2,10500.0
21,404,4,7,500.0,701.0,6500000000.0,Pasar Minggu,True,False,False,False,2,10500.0
22,406,4,5,273.0,131.0,5404702500.0,Kebayoran Lama,True,True,True,False,3,10500.0
23,414,4,5,300.0,550.0,8500000000.0,Cilandak,True,False,True,False,1,1300.0
24,416,4,6,187.0,238.0,7700000000.0,Tebet,True,False,False,False,2,1300.0
25,418,8,8,200.0,420.0,12000000000.0,Tebet,True,False,False,False,2,1300.0
26,423,7,6,720.0,520.0,16000000000.0,Kebayoran Lama,True,True,True,False,2,2200.0
27,424,5,5,180.0,122.0,2300000000.0,Jagakarsa,True,False,False,False,2,2200.0
28,427,6,7,660.0,670.0,16000000000.0,Pasar Minggu,True,True,True,False,2,2200.0
29,428,3,5,145.0,91.0,3337312500.0,Cilandak,True,False,False,False,2,2200.0
30,432,5,7,400.0,450.0,14800000000.0,Mampang Prapatan,True,True,False,False,2,2200.0
31,433,5,4,160.0,116.0,2700000000.0,Cilandak,True,False,False,False,2,2200.0
32,434,5,6,150.0,150.0,2600000000.0,Jagakarsa,True,False,False,False,2,2200.0
33,441,6,6,250.0,152.0,7500000000.0,Setiabudi,True,False,True,False,2,2200.0
34,444,4,5,433.0,476.0,15500000000.0,Jagakarsa,True,False,False,False,2,16500.0
35,447,7,6,390.0,130.0,5900000000.0,Tebet,True,False,True,False,2,16500.0
36,448,5,5,373.0,200.0,6500000000.0,Cilandak,True,False,False,False,2,16500.0
37,451,4,4,1000.0,647.0,60000000000.0,Kebayoran Baru,True,False,True,False,3,16500.0
38,454,4,5,290.0,232.0,4800000000.0,Pasar Minggu,True,False,True,False,3,16500.0
39,456,4,5,300.0,596.0,23000000000.0,Kebayoran Baru,True,True,False,False,3,16500.0
40,459,4,7,275.0,340.0,4800000000.0,Cilandak,True,False,True,False,2,16500.0
41,462,4,7,200.0,99.0,1950000000.0,Jagakarsa,True,True,False,False,3,16500.0
42,464,6,10,418.0,980.0,17000000000.0,Pasar Minggu,True,False,False,False,2,16500.0
43,465,7,8,1000.0,820.0,21000000000.0,Cilandak,True,True,True,False,2,16500.0
44,467,6,8,400.0,450.0,6300000000.0,Cilandak,True,False,False,False,2,16500.0
45,469,8,11,376.0,931.0,26000000000.0,Cilandak,True,False,False,False,2,16500.0
46,471,6,8,340.0,540.0,8800000000.0,Kebayoran Lama,True,False,False,False,2,16500.0
47,474,6,9,200.0,268.0,9000000000.0,Mampang Prapatan,True,False,False,False,2,16500.0
48,475,5,11,350.0,360.0,10000000000.0,Mampang Prapatan,True,False,False,False,2,16500.0
49,476,4,5,154.0,144.0,3150000000.0,Jagakarsa,True,False,False,False,2,16500.0
50,479,4,7,320.0,342.0,8900000000.0,Cilandak,True,False,False,False,2,16500.0
51,482,2,4,700.0,1295.0,22015000000.0,Mampang Prapatan,True,False,False,False,2,16500.0
52,485,6,8,240.0,1513.0,38000000000.0,Cilandak,True,False,False,False,2,16500.0
53,487,5,6,427.0,1046.0,58000000000.0,Setiabudi,True,True,True,False,2,16500.0
54,488,5,6,180.0,133.0,2600000000.0,Jagakarsa,True,False,False,False,2,16500.0
55,490,5,7,450.0,625.0,35000000000.0,Tebet,True,False,False,False,2,16500.0
56,491,5,7,600.0,1200.0,18000000000.0,Pasar Minggu,True,True,False,False,2,16500.0
57,501,4,5,300.0,600.0,8600000000.0,Cilandak,True,False,False,False,3,16500.0
58,502,6,7,260.0,351.0,8700000000.0,Cilandak,True,False,True,False,2,16500.0
59,530,4,7,500.0,500.0,11000000000.0,Tebet,True,False,False,False,2,16500.0
60,531,6,8,900.0,1100.0,17000000000.0,Jagakarsa,True,True,False,False,2,16500.0
61,533,3,5,150.0,125.0,2900000000.0,Cilandak,True,False,True,False,1,16500.0
62,534,3,4,110.0,56.0,1050000000.0,Jagakarsa,True,False,False,False,3,16500.0
63,535,5,5,200.0,120.0,2300000000.0,Cilandak,True,False,True,False,2,16500.0
64,536,3,5,120.0,200.0,6250000000.0,Kebayoran Baru,True,False,False,False,2,16500.0
65,537,4,5,187.0,376.0,11500000000.0,Jagakarsa,True,False,False,False,2,16500.0
66,538,5,7,300.0,260.0,9800000000.0,Kebayoran Baru,True,False,False,False,2,16500.0
67,539,5,6,108.0,192.0,5900000000.0,Setiabudi,True,False,False,False,2,16500.0
68,540,5,5,400.0,300.0,9500000000.0,Pasar Minggu,True,True,False,True,2,16500.0
69,541,14,15,214.0,214.0,3500000000.0,Kebayoran Baru,True,False,False,False,2,16500.0
70,542,5,6,410.0,170.0,6300000000.0,Cilandak,True,True,False,False,3,16500.0
71,543,5,6,550.0,200.0,12000000000.0,Kebayoran Lama,True,True,False,False,3,16500.0
72,544,7,6,600.0,920.0,10200000000.0,Pesanggrahan,True,False,False,False,2,16500.0
73,545,3,6,100.0,119.0,1200000000.0,Jagakarsa,True,False,False,False,2,16500.0
74,546,4,6,1200.0,2138.0,32000000000.0,Jagakarsa,True,True,True,False,2,16500.0
75,547,6,8,300.0,205.0,5600000000.0,Mampang Prapatan,True,False,False,False,2,16500.0
76,548,4,6,300.0,154.0,4970000000.0,Tebet,True,False,False,False,3,16500.0
77,549,3,4,120.0,78.0,1650000000.0,Cilandak,True,False,False,False,3,16500.0
78,551,3,3,80.0,72.0,1500000000.0,Pasar Minggu,True,False,False,False,2,16500.0
79,553,7,8,400.0,330.0,5500000000.0,Mampang Prapatan,True,False,False,False,2,16500.0
80,555,6,6,650.0,524.0,32000000000.0,Kebayoran Lama,True,True,False,False,2,16500.0
81,556,4,4,275.0,152.0,3900000000.0,Cilandak,True,True,False,False,2,16500.0
82,557,5,5,200.0,250.0,3800000000.0,Jagakarsa,True,False,True,False,2,16500.0
83,558,4,5,150.0,115.0,1650000000.0,Jagakarsa,True,False,True,False,2,16500.0
84,559,5,6,400.0,268.0,9700000000.0,Kebayoran Lama,True,False,False,False,2,16500.0
85,561,4,4,160.0,205.0,2000000000.0,Pasar Minggu,True,False,False,False,2,16500.0
86,562,5,7,600.0,385.0,35000000000.0,Kebayoran Baru,True,True,False,False,2,16500.0
87,563,5,5,260.0,215.0,5900000000.0,Cilandak,True,False,False,False,2,16500.0
88,566,6,7,445.0,247.0,9500000000.0,Tebet,True,True,True,False,2,16500.0
89,567,4,5,165.0,86.0,1900000000.0,Jagakarsa,True,True,False,False,2,16500.0
90,570,6,6,140.0,125.0,2400000000.0,Pesanggrahan,True,False,False,False,2,16500.0
91,572,3,3,130.0,146.0,830000000.0,Pesanggrahan,True,False,True,False,2,16500.0
92,574,3,4,100.0,106.0,1950000000.0,Mampang Prapatan,True,False,False,False,2,16500.0
93,577,5,6,120.0,90.0,3300000000.0,Tebet,True,False,False,False,2,16500.0
94,581,9,18,350.0,558.0,4000000000.0,Jagakarsa,True,False,True,False,2,16500.0
95,582,4,5,225.0,110.0,4950000000.0,Tebet,True,False,True,False,2,16500.0
96,584,5,7,246.0,272.0,6500000000.0,Pancoran,True,False,True,False,2,16500.0
97,585,7,8,536.0,500.0,17750000000.0,Pancoran,True,True,True,False,2,16500.0
98,586,5,5,300.0,700.0,15000000000.0,Pesanggrahan,True,False,False,False,2,16500.0
99,588,3,5,100.0,110.0,1695000000.0,Pesanggrahan,True,True,True,True,2,16500.0
100,589,6,6,160.0,116.0,2300000000.0,Cilandak,True,False,False,False,2,16500.0
101,590,4,5,500.0,368.0,35000000000.0,Kebayoran Baru,True,False,False,False,2,16500.0
102,591,4,6,380.0,213.0,8700000000.0,Pasar Minggu,True,True,True,False,2,16500.0
103,592,4,6,250.0,140.0,5500000000.0,Kebayoran Lama,True,False,True,False,2,16500.0
104,593,5,7,800.0,785.0,52500000000.0,Kebayoran Lama,True,False,False,False,2,16500.0
105,594,5,6,333.0,253.0,13500000000.0,Kebayoran Lama,True,False,False,False,2,16500.0
106,595,7,9,445.0,247.0,9500000000.0,Tebet,True,True,True,False,3,16500.0
107,597,8,8,900.0,520.0,44000000000.0,Kebayoran Lama,True,True,False,False,2,16500.0
108,599,5,6,225.0,110.0,4950000000.0,Tebet,True,False,True,False,2,16500.0
109,600,3,4,95.0,72.0,1300000000.0,Jagakarsa,True,False,True,False,2,16500.0
110,601,5,5,151.0,101.0,3330000000.0,Cilandak,True,False,True,False,2,16500.0
111,602,4,6,246.0,148.0,5700000000.0,Kebayoran Lama,True,False,False,False,4,16500.0
112,603,4,5,90.0,62.0,1200000000.0,Jagakarsa,True,False,False,False,4,16500.0
113,604,7,8,1150.0,445.0,16500000000.0,Cilandak,True,True,True,True,3,16500.0
114,605,6,10,350.0,250.0,10500000000.0,Setiabudi,True,False,False,False,2,16500.0
115,606,4,7,600.0,915.0,10000000000.0,Pasar Minggu,True,False,False,False,2,16500.0
116,607,3,4,180.0,110.0,3000000000.0,Cilandak,True,False,True,False,3,16500.0
117,610,4,5,230.0,105.0,4900000000.0,Cilandak,True,False,False,False,3,16500.0
118,611,7,6,396.0,318.0,6000000000.0,Mampang Prapatan,True,False,True,False,2,16500.0
119,612,6,5,390.0,130.0,5500000000.0,Tebet,True,False,False,False,2,16500.0
120,613,4,4,150.0,107.0,1700000000.0,Jagakarsa,True,False,False,False,2,16500.0
121,614,3,4,119.0,99.0,2252463924.0,Jagakarsa,True,False,True,False,2,16500.0
122,615,4,4,150.0,115.0,1750000000.0,Jagakarsa,True,False,True,False,2,16500.0
123,616,6,6,380.0,230.0,8500000000.0,Cilandak,True,False,False,False,2,16500.0
124,617,4,4,110.0,64.0,1299000000.0,Cilandak,True,True,False,True,2,16500.0
125,618,4,5,370.0,229.0,9500000000.0,Kebayoran Lama,True,True,False,False,2,16500.0
126,619,4,5,290.0,232.0,6650000000.0,Pasar Minggu,True,False,True,False,2,16500.0
127,620,7,8,485.0,482.0,10625000000.0,Pasar Minggu,True,True,True,False,2,16500.0
128,621,5,5,260.0,380.0,9500000000.0,Pasar Minggu,True,True,False,False,2,16500.0
129,622,4,4,180.0,160.0,4200000000.0,Pesanggrahan,True,False,False,False,2,16500.0
130,623,4,8,178.0,158.0,2900000000.0,Tebet,True,False,False,False,2,16500.0
131,626,3,5,262.0,401.0,14000000000.0,Kebayoran Lama,True,True,False,False,2,16500.0
132,627,4,4,278.0,159.0,8250000000.0,Cilandak,True,True,False,False,2,16500.0
133,628,4,5,400.0,151.0,6000000000.0,Pasar Minggu,True,False,False,False,2,16500.0
134,630,4,5,255.0,306.0,6700000000.0,Pasar Minggu,True,True,True,False,2,16500.0
135,633,3,3,80.0,90.0,2065000000.0,Pesanggrahan,True,True,True,False,2,5500.0
136,635,4,5,246.0,148.0,5700000000.0,Kebayoran Lama,True,False,False,False,2,5500.0
137,636,5,5,358.0,505.0,27000000000.0,Kebayoran Lama,True,True,False,False,2,5500.0
138,637,6,6,525.0,525.0,37500000000.0,Kebayoran Lama,True,True,False,False,2,5500.0
139,638,3,4,260.0,136.0,3900000000.0,Cilandak,True,False,True,False,2,5500.0
140,639,5,6,220.0,180.0,3200000000.0,Jagakarsa,True,False,True,False,2,5500.0
141,640,4,4,160.0,170.0,4200000000.0,Pasar Minggu,True,False,False,False,2,2200.0
142,641,4,7,350.0,200.0,4500000000.0,Pasar Minggu,True,False,False,False,3,5500.0
143,644,7,7,1000.0,466.0,30000000000.0,Kebayoran Lama,True,True,False,False,3,5500.0
144,645,8,9,670.0,241.0,26000000000.0,Kebayoran Baru,True,False,False,False,3,5500.0
145,647,5,5,450.0,440.0,25000000000.0,Kebayoran Lama,True,True,True,False,2,5500.0
146,648,3,5,200.0,322.0,6500000000.0,Cilandak,True,False,False,False,3,5500.0
147,650,5,6,460.0,406.0,8000000000.0,Tebet,True,False,False,False,2,5500.0
148,652,4,5,610.0,326.0,26000000000.0,Kebayoran Baru,True,True,False,False,3,5500.0
149,653,4,5,159.0,118.0,5800000000.0,Kebayoran Lama,True,False,False,False,3,5500.0
150,654,4,5,550.0,1080.0,15000000000.0,Cilandak,True,True,True,False,3,5500.0
151,657,4,4,129.0,100.0,2380000000.0,Jagakarsa,True,False,False,False,3,5500.0
152,658,3,3,60.0,79.0,850000000.0,Jagakarsa,True,False,False,False,3,5500.0
153,659,4,4,150.0,120.0,2500000000.0,Jagakarsa,True,False,True,False,2,5500.0
154,660,4,4,110.0,96.0,1600000000.0,Jagakarsa,True,False,True,False,2,5500.0
155,661,4,5,550.0,487.0,20000000000.0,Kebayoran Lama,True,True,True,False,2,5500.0
156,665,4,4,210.0,105.0,7500000000.0,Kebayoran Baru,True,False,False,False,2,5500.0
157,666,5,7,200.0,257.0,15000000000.0,Kebayoran Baru,True,False,True,False,2,5500.0
158,667,7,8,650.0,516.0,10500000000.0,Jagakarsa,True,True,False,False,2,5500.0
159,669,11,13,425.0,870.0,14500000000.0,Cilandak,True,True,True,False,2,5500.0
160,671,6,6,485.0,482.0,10600000000.0,Pasar Minggu,True,False,False,False,3,5500.0
161,672,3,6,150.0,153.0,2400000000.0,Pasar Minggu,True,False,False,False,3,5500.0
162,675,8,8,700.0,465.0,11500000000.0,Pasar Minggu,True,True,False,False,2,3300.0
163,676,5,5,400.0,341.0,7900000000.0,Pasar Minggu,True,False,False,False,2,3300.0
164,678,4,5,140.0,90.0,3800000000.0,Tebet,True,False,False,False,2,3300.0
165,679,7,8,320.0,150.0,5000000000.0,Tebet,True,False,False,False,2,3300.0
166,682,2,3,45.0,69.0,789090000.0,Pesanggrahan,True,True,False,False,1,5500.0
167,684,8,6,650.0,1800.0,15700000000.0,Pasar Minggu,True,True,False,False,2,5500.0
168,685,5,6,256.0,450.0,5000000000.0,Pesanggrahan,True,True,False,False,2,5500.0
169,689,3,6,480.0,312.0,12500000000.0,Tebet,True,False,False,False,2,5500.0
170,690,4,5,274.0,131.0,5187457688.0,Kebayoran Lama,True,True,False,False,3,5500.0
171,691,5,6,150.0,116.0,2500000000.0,Cilandak,True,False,False,False,3,5500.0
172,692,3,6,150.0,246.0,6000000000.0,Kebayoran Baru,True,False,False,False,1,5500.0
173,694,7,8,520.0,550.0,22000000000.0,Pasar Minggu,True,True,True,False,2,5500.0
174,695,8,9,1000.0,1000.0,22000000000.0,Pasar Minggu,True,True,False,False,2,5500.0
175,696,4,4,200.0,116.0,4500000000.0,Kebayoran Lama,True,False,False,False,2,5500.0
176,697,3,4,60.0,60.0,988000000.0,Pesanggrahan,True,False,True,False,2,5500.0
177,698,4,6,275.0,121.0,4200000000.0,Tebet,True,False,False,False,2,5500.0
178,699,5,5,253.0,127.0,5900000000.0,Pasar Minggu,True,True,False,False,2,5500.0
179,700,4,4,380.0,224.0,9500000000.0,Pasar Minggu,True,True,False,False,3,5500.0
180,701,6,6,266.0,247.0,8800000000.0,Cilandak,True,True,False,False,2,5500.0
181,704,2,5,360.0,995.0,5200000000.0,Mampang Prapatan,True,False,False,False,2,5500.0
182,705,5,5,160.0,108.0,3550000000.0,Pasar Minggu,True,False,True,False,2,5500.0
183,706,4,4,400.0,563.0,10000000000.0,Pasar Minggu,True,False,True,False,2,5500.0
184,707,4,6,600.0,400.0,7000000000.0,Pesanggrahan,True,False,False,False,2,5500.0
185,708,7,7,1000.0,800.0,17000000000.0,Kebayoran Lama,True,True,False,False,2,5500.0
186,709,5,5,140.0,76.0,2500000000.0,Cilandak,True,False,False,False,2,5500.0
187,710,5,5,200.0,139.0,2100000000.0,Jagakarsa,True,False,True,False,2,5500.0
188,711,5,5,126.0,122.0,3175800000.0,Cilandak,True,False,False,False,2,5500.0
189,712,5,7,400.0,1425.0,19000000000.0,Pasar Minggu,True,True,False,False,2,5500.0
190,714,7,7,525.0,525.0,37500000000.0,Kebayoran Lama,True,True,False,False,2,5500.0
191,715,5,6,110.0,110.0,5500000000.0,Kebayoran Baru,True,False,False,False,3,5500.0
192,717,5,6,350.0,295.0,5750000000.0,Pasar Minggu,True,False,False,False,2,5500.0
193,718,4,5,250.0,140.0,5400000000.0,Kebayoran Lama,True,False,False,False,2,5500.0
194,721,5,6,500.0,780.0,23000000000.0,Kebayoran Baru,True,False,False,False,2,5500.0
195,722,6,6,1000.0,375.0,26500000000.0,Kebayoran Lama,True,False,False,False,2,5500.0
196,723,4,4,128.0,94.0,3800000000.0,Tebet,True,False,True,False,2,5500.0
197,724,4,4,150.0,120.0,2600000000.0,Pesanggrahan,True,False,True,False,2,5500.0
198,726,8,8,50.0,1000.0,13000000000.0,Pasar Minggu,True,False,False,False,2,5500.0
199,728,4,6,320.0,200.0,3600000000.0,Pasar Minggu,True,False,True,False,2,4400.0
200,729,4,4,130.0,120.0,1800000000.0,Jagakarsa,True,False,True,False,2,4400.0
201,731,4,3,200.0,250.0,7500000000.0,Kebayoran Lama,True,False,False,False,1,4400.0
202,733,5,6,200.0,128.0,8500000000.0,Kebayoran Lama,True,False,False,False,1,4400.0
203,734,4,8,780.0,834.0,18000000000.0,Mampang Prapatan,True,False,False,False,2,4400.0
204,735,6,8,1000.0,550.0,27000000000.0,Kebayoran Lama,True,True,False,False,2,4400.0
205,737,5,7,180.0,205.0,4000000000.0,Pasar Minggu,True,False,True,False,3,4400.0
206,739,5,6,340.0,230.0,10000000000.0,Kebayoran Baru,True,False,False,False,2,4400.0
207,740,4,6,200.0,380.0,5500000000.0,Pasar Minggu,True,False,False,False,2,1300.0
208,741,5,5,450.0,307.0,15500000000.0,Kebayoran Lama,True,True,False,False,2,4400.0
209,742,5,5,500.0,588.0,68000000000.0,Kebayoran Baru,True,False,False,False,2,4400.0
210,743,5,6,310.0,156.0,9500000000.0,Kebayoran Lama,True,False,False,False,2,4400.0
211,744,4,5,253.0,185.0,6000000000.0,Pasar Minggu,True,True,False,False,3,4400.0
212,746,4,5,700.0,604.0,30000000000.0,Kebayoran Lama,True,False,False,False,3,4400.0
213,747,7,6,750.0,614.0,37000000000.0,Kebayoran Lama,True,True,False,False,3,4400.0
214,749,6,6,550.0,485.0,26000000000.0,Tebet,True,False,False,False,2,4400.0
215,751,5,5,390.0,200.0,7500000000.0,Cilandak,True,True,False,False,2,4400.0
216,752,5,6,190.0,128.0,2100000000.0,Jagakarsa,True,False,False,False,2,4400.0
217,753,4,5,250.0,217.0,5500000000.0,Tebet,True,False,False,False,2,4400.0
218,754,3,5,200.0,150.0,3750000000.0,Pasar Minggu,True,False,False,False,2,4400.0
219,755,4,4,140.0,140.0,2870000000.0,Cilandak,True,False,False,False,2,4400.0
220,756,2,3,105.0,90.0,1600000000.0,Tebet,True,False,False,False,2,4400.0
221,759,3,5,80.0,120.0,4700000000.0,Kebayoran Lama,True,False,True,False,2,4400.0
222,760,4,6,210.0,90.0,2000000000.0,Jagakarsa,True,True,True,False,2,4400.0
223,761,5,5,125.0,84.0,2385000000.0,Cilandak,True,False,False,False,2,4400.0
224,762,5,5,230.0,198.0,3000000000.0,Cilandak,True,False,False,False,2,4400.0
225,763,5,7,450.0,587.0,16500000000.0,Mampang Prapatan,True,False,False,False,1,4400.0
226,764,5,6,300.0,238.0,6600000000.0,Cilandak,True,True,True,False,1,4400.0
227,765,7,9,441.0,369.0,6500000000.0,Pasar Minggu,True,False,False,False,1,4400.0
228,766,5,6,500.0,630.0,11500000000.0,Pasar Minggu,True,False,True,False,1,4400.0
229,767,4,6,300.0,280.0,9500000000.0,Kebayoran Lama,True,True,False,False,1,4400.0
230,768,6,7,400.0,291.0,15000000000.0,Kebayoran Lama,True,True,True,False,2,4400.0
231,770,3,4,100.0,192.0,2700000000.0,Jagakarsa,True,False,False,False,1,4400.0
232,771,10,6,1500.0,2610.0,40000000000.0,Cilandak,True,False,False,False,1,4400.0
233,773,7,7,240.0,204.0,4500000000.0,Pasar Minggu,True,False,False,False,2,4400.0
234,774,6,8,420.0,895.0,13000000000.0,Pasar Minggu,True,True,False,False,2,4400.0
235,775,4,4,110.0,110.0,1550000000.0,Jagakarsa,True,False,True,False,2,4400.0
236,776,6,7,1400.0,485.0,55000000000.0,Kebayoran Lama,True,True,False,False,3,4400.0
237,777,5,7,750.0,960.0,17500000000.0,Mampang Prapatan,True,True,False,False,1,4400.0
238,778,5,8,276.0,204.0,3500000000.0,Mampang Prapatan,True,False,False,False,2,4400.0
239,779,5,6,700.0,1000.0,45000000000.0,Pasar Minggu,True,True,True,False,2,4400.0
240,780,6,6,1000.0,600.0,60000000000.0,Kebayoran Lama,True,True,True,False,2,4400.0
241,781,5,6,405.0,304.0,8700000000.0,Cilandak,True,False,True,False,2,4400.0
242,783,5,6,300.0,334.0,6500000000.0,Cilandak,True,False,True,False,2,5500.0
243,784,4,6,130.0,100.0,1600000000.0,Jagakarsa,True,False,True,False,2,4400.0
244,785,4,5,230.0,116.0,4700000000.0,Pasar Minggu,True,True,False,False,2,4400.0
245,787,5,6,250.0,120.0,3400000000.0,Pancoran,True,False,False,False,2,4400.0
246,788,7,6,450.0,415.0,10000000000.0,Pasar Minggu,True,True,False,False,2,10500.0
247,789,9,8,660.0,477.0,12000000000.0,Pasar Minggu,True,True,False,False,2,4400.0
248,790,7,8,750.0,465.0,12000000000.0,Pasar Minggu,True,True,True,False,2,4400.0
249,792,7,7,750.0,465.0,12000000000.0,Pasar Minggu,True,True,False,False,2,4400.0
250,793,6,8,800.0,716.0,11500000000.0,Mampang Prapatan,True,False,False,False,2,4400.0
251,794,4,6,350.0,500.0,9500000000.0,Pasar Minggu,True,False,False,False,2,4400.0
252,798,4,5,222.0,220.0,3500000000.0,Jagakarsa,True,False,False,False,2,4400.0
253,800,3,5,500.0,1100.0,22000000000.0,Mampang Prapatan,True,True,False,False,2,16500.0
254,804,3,4,87.0,70.0,1457000000.0,Pancoran,True,False,False,False,2,4400.0
255,806,5,5,275.0,135.0,5750000000.0,Tebet,True,False,False,False,2,4400.0
256,808,5,6,330.0,368.0,8500000000.0,Tebet,True,False,True,False,2,4400.0
257,809,2,4,500.0,310.0,14500000000.0,Tebet,True,False,False,False,2,4400.0
258,810,4,5,389.0,299.0,17000000000.0,Cilandak,True,True,False,False,2,4400.0
259,812,5,7,250.0,154.0,2300000000.0,Pasar Minggu,True,False,False,False,2,4400.0
260,813,3,4,88.0,82.0,900765600.0,Pesanggrahan,True,True,False,False,2,4400.0
261,814,3,6,600.0,540.0,23500000000.0,Kebayoran Lama,True,True,False,False,2,4400.0
262,815,5,6,160.0,108.0,3500000000.0,Pasar Minggu,True,False,True,False,2,4400.0
263,816,7,8,650.0,1188.0,11500000000.0,Pasar Minggu,True,False,False,False,2,4400.0
264,818,7,6,343.0,260.0,7500000000.0,Cilandak,True,True,True,False,2,4400.0
265,819,4,5,190.0,85.0,4200000000.0,Cilandak,True,True,True,False,2,4400.0
266,820,7,5,750.0,670.0,25000000000.0,Mampang Prapatan,True,True,False,False,3,4400.0
267,821,6,6,250.0,200.0,4600000000.0,Cilandak,True,False,True,False,2,4400.0
268,823,6,7,400.0,450.0,6500000000.0,Cilandak,True,False,False,False,2,4400.0
269,824,4,5,525.0,380.0,13000000000.0,Pasar Minggu,True,True,False,False,2,4400.0
270,826,7,7,1400.0,850.0,54000000000.0,Kebayoran Lama,True,True,True,False,2,4400.0
271,827,6,5,800.0,600.0,45000000000.0,Kebayoran Lama,True,True,True,True,2,4400.0
272,828,5,6,1911.0,1426.0,70000000000.0,Kebayoran Lama,True,True,True,False,2,4400.0
273,829,3,4,250.0,200.0,5250000000.0,Cilandak,True,False,False,False,2,4400.0
274,830,5,6,438.0,220.0,16000000000.0,Kebayoran Lama,True,False,True,False,2,4400.0
275,832,5,6,220.0,140.0,4000000000.0,Tebet,True,False,True,False,2,4400.0
276,833,4,4,200.0,180.0,3200000000.0,Cilandak,True,False,False,False,1,4400.0
277,834,4,5,70.0,40.0,1875000000.0,Pasar Minggu,True,False,False,False,1,4400.0
278,835,4,4,136.0,105.0,3200000000.0,Cilandak,True,False,False,False,1,4400.0
279,837,3,4,202.0,155.0,3800000000.0,Cilandak,True,False,True,False,2,4400.0
280,840,7,8,510.0,778.0,12000000000.0,Pasar Minggu,True,True,True,False,2,4400.0
281,841,5,6,260.0,155.0,3600000000.0,Cilandak,True,False,False,False,2,4400.0
282,842,4,4,140.0,138.0,3500000000.0,Cilandak,True,False,True,False,2,4400.0
283,843,6,5,400.0,288.0,15000000000.0,Kebayoran Baru,True,False,True,False,2,4400.0
284,844,5,5,740.0,457.0,22900000000.0,Kebayoran Lama,True,True,True,False,2,4400.0
285,845,5,7,350.0,206.0,3300000000.0,Pasar Minggu,True,False,False,False,2,4400.0
286,849,4,5,248.0,190.0,5400000000.0,Pasar Minggu,True,True,False,False,2,4400.0
287,851,5,7,450.0,300.0,12000000000.0,Cilandak,True,True,False,False,2,4400.0
288,852,5,6,550.0,525.0,37500000000.0,Kebayoran Lama,True,True,True,False,2,4400.0
289,854,5,5,297.0,152.0,6000000000.0,Kebayoran Lama,True,False,True,False,2,4400.0
290,855,5,5,500.0,572.0,36500000000.0,Kebayoran Baru,True,True,True,False,2,4400.0
291,856,7,8,390.0,130.0,5500000000.0,Tebet,True,True,True,False,2,4400.0
292,857,7,10,1200.0,1200.0,25000000000.0,Jagakarsa,True,True,False,False,2,4400.0
293,858,3,5,219.0,291.0,6200000000.0,Cilandak,True,False,False,False,1,4400.0
294,859,8,12,1000.0,1160.0,36000000000.0,Pasar Minggu,True,False,False,False,2,4400.0
295,860,8,11,330.0,230.0,6000000000.0,Pasar Minggu,True,False,False,False,2,4400.0
296,861,3,7,400.0,522.0,23000000000.0,Kebayoran Baru,True,False,False,False,2,4400.0
297,862,4,6,300.0,235.0,4600000000.0,Mampang Prapatan,True,False,False,False,2,4400.0
298,863,4,5,140.0,158.0,3800000000.0,Pasar Minggu,True,False,False,False,2,4400.0
299,864,3,4,100.0,90.0,1500000000.0,Jagakarsa,True,False,False,False,2,4400.0
300,865,4,6,142.0,104.0,1800000000.0,Jagakarsa,True,False,False,False,1,4400.0
